Index[#version],Pointer[#version|],Original,Translated
000,0x121675,<SFF>脚部パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prefers to target leg parts.<*04>
001,0x121677,<SFF>脚部パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prefers to target leg parts.<*04>
002,0x121679,<SFF>症状の ついていないパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking parts<D3>without status effects.<*04>
003,0x12167b,<SFF>のこリ そうこうの 高いパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking parts<D3>with the most armor (HP)<*04>
004,0x12167d,<SFF>のこリ そうこうの 高いパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking parts<D3>with the most armor (HP)<*04>
005,0x12167f,<SFF>症状の ついていないパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking parts<D3>without status effects.<*04>
006,0x121681,<SFF>「なおす」「とくしゅ」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking <D3>Heal and Special parts.<*04>
007,0x121683,<SFF>「なおす」「とくしゅ」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking <D3>Heal and Special parts.<*04>
008,0x121685,<SFF>「なぐる」などの 攻撃パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking <D3>offensive parts (i.e. Punch).<*04>
009,0x121687,<SFF>「なぐる」などの 攻撃パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking <D3>offensive parts (i.e. Punch).<*04>
010,0x121689,<SFF>ランダムに パ-ツを<CD>ねらって 行動する<*04>,<SFF>Will target random parts.<*04>
011,0x12168b,<SFF>ランダムに パ-ツを<CD>ねらって 行動する<*04>,<SFF>Will target random parts.<*04>
012,0x12168d,<SFF>ランダムに パ-ツを<CD>ねらって 行動する<*04>,<SFF>Will target random parts.<*04>
013,0x12168f,<SFF>ランダムに パ-ツを<CD>ねらって 行動する<*04>,<SFF>Will target random parts.<*04>
014,0x121691,<SFF>「なおす」「とくしゅ」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking <D3>Protect and Set-Up parts.<*04>
015,0x121693,<SFF>「なぐる」などの 攻撃パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking <D3>Protect and Set-Up parts.<*04>
016,0x121695,<SFF>「なおす」「とくしゅ」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking <D3>Heal and Special parts.<*04>
017,0x121697,<SFF>「なぐる」などの 攻撃パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking <D3>offensive parts (i.e. Punch).<*04>
018,0x121699,<SFF>「なぐる」などの 攻撃パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,<SFF>Prioritizes attacking <D3>offensive parts (i.e. Punch).<*04>
