Index[#version],Pointer[#version|],Original,Translated
000,0x200000,"<@LL,00,04>あっ こんなところに いたんだ<CF><D1><@RL,FF,AD>お前は さっき オレの<CD>パ-ツを 持っていた ドロボウ!<CF><D1><@LL,00,07>えっ ちがうよ このパ-ツは<CD>きみに かえそうと思って...<CF><D1><@RL,FF,AD>言いわけなんて 貝ぐるしいぜ<CD>おとなしく つかまっちまいな!",
001,0x200002,"<@RL,FF,AD>シット! なんてことだ<CD>オレが いちどならず にども...<CF><D1>お前 何て名前だ?<CF><D1><@LL,00,00>テンリョウ <&BUF03>だけど<CF><D1><@RL,FF,AD><&BUF03>! たのむ<CD>この カブトベニマルを<CF><D1>でしに してくれ!<CF><D1><@LL,00,07>え- でしぃ!?<CF><D1><@RL,FF,AD>おねがいだ オレの<CD>せかいいちの ガンマンになるユメに<CF><D1>きょうリょくしてくれ!<CF><D1><@LL,00,05>う𝅅ん まあ たまに<CD>ロボトルするくらいで よければ<CF><D1><@RL,FF,AD>ホントか!? うれしいぜ<CF><D1>そのパ-ツは オレの 気持ちだ<CD>よかったら うけとってくれ<CF><D1><@LL,00,01>え いいの? やった-",
002,0x200004,"<@RL,FF,AD>じゃ これから よろしくたのむぜ",
003,0x200006,"<@RL,FF,AD>さっそく とっくんするのか?<*04>",
004,0x200008,"<@RL,FF,AD>せかいいちの ガンマンは<CD>まだまだ 先みてえだな",
005,0x20000a,"<@RL,FF,AD>よし しょうぶだ!",
006,0x20000c,"<@RL,FF,AD>せかいいちの ガンマンに<CD>また いっぽ 近づいたぜ",
007,0x20000e,"<@RL,1C,00>撃つベし! 撃つベ--し!!",
008,0x200010,"<@RL,1C,00>撃つベし! 撃つベ--し!!",
009,0x200012,"<@RL,FF,AD>せかいいちの ガンマンを めざして<CD>今日も 撃ちまくるぜ!",
010,0x200014,"<@RL,FF,AD>せかいいちの ガンマンは<CD>この カブトベニマルさまだぜ!",
011,0x200016,"<@RL,3F,00>キャ---! また 何か<CD>おちてきたわ!!<CF><D1>こんどは メダロットよ<CF><D1><@RL,41,00>こんどこそ ブッとばしてやるよ!!",
012,0x200018,"<@LL,00,06>うわぁ𝅅𝅅...",
013,0x20001a,"<@RL,41,00>あっ にげやがった! まちやがれ!",
014,0x20001c,"<@RL,FF,AD>ど どいてくれ!<CD>むじつのつみで おわれてるんだ!",
015,0x20001e,"<@LL,00,07>えっ?",
016,0x200020,"<@RL,FF,AD>キサマ ジャマをする気か!?<CF><D1><@LL,00,07>えっ そんなことは...<CF><D1><@RL,FF,AD>うるせ-! こうかいさせてやるぜ!",
017,0x200022,"<@LL,00,06>しまった はんしゃてきに<CD>たおしちゃった だいじょうぶ?",
018,0x200024,"<@LL,00,05>あれ? これって パ-ツだけ?<CF><D1>ティンペットと メダルだけで<CD>にげちゃったのかな?<CF><D1>ここに おいてて とられても<CD>いけないから とリあえず<CF><D1>ぼくが 持っていようかな",
019,0x200026,"<@RL,3C,00>たいいくかんに ヘんな女が<CD>あらわれたせいで あんしんして<CF><D1>たいいくかんが 使えないんだ",
020,0x200028,"<@RL,3D,00>たいいくかんの ヘんな女に<CD>話しかけたら こどもは<CF><D1>つれていかれちゃうんですって",
021,0x20002a,"<@RL,35,00>え𝅅ん え𝅅ん!",
022,0x20002c,"<@LL,00,00>どうしたの キミ? こんなところに<CD>ひとリで いるなんて<CF><D1><@RL,35,00>ふっふっふっふ....<CF><D1><@LL,00,06>えっ?",
023,0x20002e,"<@LL,00,07>えっ えっ?",
024,0x200030,"<@RL,0A,02>はははは また ひとリ<CD>バカな こどもが ひっかかったわ<CF><D1>さぁ キミにも<CD>まほうを かけちゃうぞ𝅅!<CF><D1><@LL,00,00>あれっ ミルキ-さん?<CF><D1><@RL,0A,00>えっ どうして あたしの名前を?<CF><D1><@RL,0A,01>あら <&BUF03>くんじゃない<CD>ひさしぶリね<CF><D1><@LL,00,07>ミルキ-さん こんなところで<CD>何してるんですか?<CF><D1><@RL,0A,02>何って 気に入った こどもを<CD>...じゃなくて<CF><D1>「つうしん ダ-クロボトル」を<CD>するために きまってるじゃない<CF><D1><@LL,00,05>どうして ミルキ-さんが<CD>そんなことを できるんですか?<CF><D1><@RL,0A,00>まじょ だからよ<CF><D1><@LL,00,02>なるほど!<CF><D1><@RL,0A,01>じゃ あたしは ここにいるから<CF><D1>「つうしん ダ-クロボトル」が<CD>したくなったら あたしに言ってね♥",
025,0x200032,"<@RL,0A,02>つうしん ダ-クロボトルを<CD>するのかしら?<*04>",
026,0x200034,"<@RL,0A,02>じゃ さっそく 行くわよ♥",
027,0x200036,"<@RL,0A,00>つまんない子ね<CD>ちょっとは あいてになってよ",
028,0x200038,"<@LL,00,00>カギが かかってるや",
029,0x20003a,"<@LL,00,05>あれ? 何か キラキラしたものが<CD>おちてる 何だろう?",
030,0x20003c,"<@LL,00,07>あっ パスポイントだ<CF><D1><@LL,00,01>ラッキ-♪",
031,0x20003e,"<@LL,00,00>高そうな メダルケ-スだ",
032,0x200040,"<@RL,FF,AE>オソウジ ぴかぴか<CD>オソウジ ぴかぴか",
033,0x200042,"<@RL,FF,AE>て-ぶる きゅっ きゅっ<CD>て-ぶる きゅっ きゅっ",
034,0x200044,"<@RL,FF,AE>ホンダナ セイリセイトン",
035,0x200046,"<@RL,FF,AE>??? きらきら...ごみ??<CF><D1><@LL,00,07>あ それって パスポイント<CF><D1><@RL,FF,AE>ごみ ステル<CF><D1><@LL,00,07>ええ𝅅 すてちゃダメだよ!",
036,0x200048,"<@RL,FF,AE>??? ごみ アゲル",
037,0x20004a,"<@LL,00,01>え いいの? あリがとう<CF><D1><@LL,00,05>けど これって だれのなんだろう?",
038,0x20004c,"<@RL,FF,AE>ホンダナ セイリセイトン",
039,0x20004e,"<@LL,00,00>いけの そこで 何か光ってる",
040,0x200050,"<@LL,00,04>やった パスポイントだ",
041,0x200052,"<@LL,00,00>さっき このあたリで<CD>何か 光ってたよね?",
042,0x200054,"<@LL,00,07>あっ これは!",
043,0x200056,"<@LL,00,04>やっぱリ パスポイントだ",
044,0x200058,"<@LL,00,00>げたばこだ",
045,0x20005a,"<@LL,00,00>くつしか 入ってないや",
046,0x20005c,"<@LL,00,06>アイタッ! げたばこの<CD>上から 何かおちてきた?",
047,0x20005e,"<@LL,00,07>あっ パスポイントだ!<CF><D1><@LL,00,01>ラッキ-♪",
048,0x200060,"<@LL,00,02>タネも しかけもない このツボに<CD>手を入れまして 1.2.3!<CF><D1>すると 何と 手の中にアイテムが",
049,0x200062,"<@LL,00,07>ホントに 出たぁ!!",
050,0x200064,"<@LL,00,06>ふぅ あつい...<CD>ちょっと ここで 休もうかな?",
051,0x200066,"<@LL,00,07>イタッ! すなの中に 何かいる!?",
052,0x200068,"<@LL,00,01>これは パスポイントだ やったね",
053,0x20006a,"<@LL,00,07>えっ 今 何かに ぶつかった?<CF><D1><@RL,FF,50>はい こんなものが おちてました",
054,0x20006c,"<@LL,00,04>ヘぇ こんなとこにも おちてるんだ",
055,0x20006e,"<@CC,FF,FF>コツン...<CF><D1><@LL,00,00>ん? なんだろう これは?",
056,0x200070,"<@LL,00,01>あっ パスポイントだった",
057,0x200072,"<@LL,00,01>こういうところって 何か<CD>おちてるのが キホンだよねぇ",
058,0x200074,"<@LL,00,04>ほ𝅅らね♪",
059,0x200076,"<@RL,3E,00>うわぁ!!",
060,0x200078,"<@RL,3E,00>あれ? あれ?",
061,0x20007a,"<@RL,3E,00>う𝅅𝅅ん う𝅅𝅅ん<CF><D1><@LL,00,00>どうしたの?",
062,0x20007c,"<@RL,3E,00>いや じつは さっきころんだときに<CD>コンタクトを おとしたみたいなんだ<CF><D1><@LL,00,05>それは 大変だなぁ<CF><D1><@LL,00,04>よし ぼくも さがしてあげるよ<CF><D1><@RL,3E,00>わるいな",
063,0x20007e,"<@LL,00,07>あっ!!",
064,0x200080,"<@LL,00,01>これは パスポイントだ! やったね",
065,0x200082,"<@LL,00,05>ん? なにか わすれてるような?<CF><D1><@LL,00,01>ま いっか",
066,0x200084,"<@RL,3E,00>う𝅅ん レンズ レンズ...",
067,0x200086,"<@LL,00,00>あれ? 今まで 気づかなかったけど<CD>地下に 行く ボタンが あるぞ?",
068,0x200088,"<@RL,FF,DE>ヴガアァァァァァァァッ!!<CF><D1><@LL,00,07>なんで こんなところに<CD>ブラックメイルが!?",
