Index[#version],Pointer[#version|],Original,Translated
000,0x2e8000,"<@RL,03,05>本当に はんせいしてるよ<CD>...ごめん<CF><D1><@LL,00,04>ぼくたちは なかまなんだってこと<CD>もう わすれないでくれよ<CF><D1><@LL,00,01>さ! 行こう!<CF><D1><@RL,01,04>次の たたかいに そなえて<CD>とっくんよ! とっくん!<CF><D1><@LL,00,05>...アリカがいれば<CD>どんなてきが まっていても<CF><D1>かる~く けちらして<CD>くれるんじゃないかな?<CF><D1><@RL,01,02>げしっ!<CF><D1><@LL,00,07>はうっ!",
001,0x2e8002,"<@RL,4C,02>ああっ ピクリとも<CD>動かないでやんすよっ!!<CF><D1><@RL,03,06>おっおい! しっかリしろッ!!<CF><D1><@RL,4E,03>おっきなタンコブ...<CF><D1><@RL,4B,02>いたそうでクマ<CF><D1><@RL,4A,03>やっぱ 女メダのぶちょ-よリ<CD>こわいだぜ...<CF><D1><@RL,4D,00>るリよと くらベんなよ...",
002,0x2e8004,"<@RL,01,02>ちょっと ホントに<CD>しっかリ しなさいよっ!<CF><D1><@RL,4E,03>ああっ ゆらしちゃダメよ!<CF><D1><@RL,03,00>...気をうしなってるだけ<CD>みたいだな<CF><D1><@RL,03,05>しょうがない <&BUF03>の<CD>家まで はこぼう<CF><D1><@RL,01,03>そうね...そっとよ<CF><D1><@RL,03,00>わかってるよ",
003,0x2e8006,"<@RL,01,03><&BUF03> だいじょうぶ?<CF><D1><@LL,00,06>う うう~~ん",
004,0x2e8008,"<@LL,00,07>あれ? ここは?<CF><D1><@RL,01,04>あんたの ヘやよ<CD>もう しんぱいかけないでよね",
005,0x2e800a,"<@LL,00,00>あれ? なんで アリカが<CD>家に いるの?<CF><D1><@RL,01,03>うっ...まぁ あたしのせい<CD>だからさ...ちょっと<CF><D1><@LL,00,05>あ 思い出してきた...<CD>しんぱい かけちゃって ゴメン<CF><D1><@RL,01,04>いいのよ それよリ 今日は<CD>トラニシ町ヘ 行くわよ<CF><D1><@LL,00,04>わかった 下で まってて<CD>すぐに 行くから",
006,0x2e800c,"<@RL,12,02>アリカちゃん <CD><&BUF03> おきた?<CF><D1><@RL,01,04>ハイ おばさま<CD>もうすぐ おリてくると 思います<CF><D1><@RL,12,02>それにしても ゴメンなさいね<CF><D1>とまリこみで かんびょうまで<CD>してもらっちゃって<CF><D1><@RL,01,01>あ あははは いいんですよ<CD>そんなこと 気にしなくても<CF><D1>あたしの せきにんでも<CD>あるわけですから<CF><D1><@RL,12,02>いいコね~ アリカちゃんは<CF><D1>はぁ~ アリカちゃん みたいなコが<CD>「ママ」なんて よんでくれればね~<CF><D1><@RL,01,07>そんな まだ 早いですよッ!!<CF><D1><@RL,12,02>それじゃ いつかは 「ママ」って<CD>よんでくれるのね♥<CF><D1><@RL,01,05>あ...<CF><D1><@RL,12,02>おばさん その日を<CD>楽しみにしてるわね♪<CF><D1><@RL,01,04>は...はい<CF><D1><@RL,12,02>さ 朝ごはん ようい できてるわよ<CD>すわって まってなさい<CF><D1><@RL,01,04>ハ~イ♪",
007,0x2e800e,"<@RL,12,02>おはよう <&BUF03><CD>朝ごはん できてるわよ<CF><D1><@LL,00,01>は~い",
008,0x2e8010,"<@LL,00,01>いただきま~す<CF><D1><@RL,01,01>いただきま~す",
009,0x2e8012,"<@LL,00,00>モグ モグ...<CD>朝は やっぱリ ハムエッグだよね",
010,0x2e8014,"<@RL,01,07>あんた まだ ハムエッグに<CD>マヨネ-ズ かけてたの?",
011,0x2e8016,"<@LL,00,04>おいしいよ アリカも<CD>かけてみれば?",
012,0x2e8018,"<@RL,01,06>や~よ あたしは これって<CD>きめてるんだから",
013,0x2e801a,"<@LL,00,05>ハムエッグに ソ-スってのも<CD>めずらしいと 思うけど...<CF><D1><@RL,01,05>そうかな?",
014,0x2e801c,"<@LL,00,01>ごちそうさま~<CF><D1><@RL,01,01>ごちそうさま おばさま<CF><D1><@RL,12,02>はい おそまつさま<CD>今日は 2人で デ-トなんでしょ?",
015,0x2e801e,"<@LL,00,06>(いつ そんな話に なったの!?)",
016,0x2e8020,"<@RL,01,05>(2人で 出かける って言ったら<CD>いつのまにか そうなってたのよ)<CF><D1><@RL,01,02>(それに 「四天王を たおすために<CD>トラニシ町に のリこみます」って<CF><D1>おばさまに 言えるわけ<CD>ないじゃないっ!!)<CF><D1><@LL,00,05>(あ それも そうか...)<CF><D1><@RL,12,02>何 2人で ナイショ話してるの?",
