Index[#version],Pointer[#version|],Original,Translated
000,0x80000,"<@LL,00,06>...あっ すみません!<CD>また 話しこんじゃいました!<CF><D1><@RL,10,01>かまいませんわ<CD>わたくしは 研究の方が<CF><D1>いそがしくて なかなか ヘやを<CD>出られませんが<CF><D1>こうして <&BUF03>くんが<CD>来てくれて 外の お話を<CF><D1>聞かせていただけると 本当に<CD>心が やすらぐのです<CF><D1><@LL,00,01>いやぁ そんな𝅅<CF><D1>ぼくなんて ナエさんの じゃましか<CD>していないのに...<CF><D1><@RL,10,01>ふふっ また いらしてくださいね♥",
001,0x80002,"<@CC,FF,FF>こちらの マシンでは あなたの<CD>「勝ち数」を おしらベいたします<CF><D1>こうもくを 選択してください<*04>",
002,0x80004,ロボトル<CD>メダスピ-ド<CD>メダロ-ドレ-ス<CD>メダバ-ド<CD>,
003,0x80006,"<@RL,30,00>ここの パソコンは じゆうに<CD>使ってくれたまえ!",
004,0x80008,"<@CC,FF,FF>こちらの マシンでは あなたの<CD>「ベスト」を おしらベいたします<CF><D1>こうもくを 選択してください<*04>",
005,0x8000a,メダスピ-ド<CD>メダバ-ド<CD>,
006,0x8000c,"<@CC,FF,FF>こちらの マシンでは あなたの<CD>「ベスト」と「勝ち数」を<CF><D1>おしらベいたします<CF><D1>上の 2こうもくは「ベスト」<CD>下の 2こうもくは「勝ち数」と<CF><D1>なっておリます<CF><D1>こうもくを 選択してください<*04>",
007,0x8000e,メダスピ-ド<CD>メダバ-ド<CD>ミスコンテスト<CD>ダ-クロボトル<CD>,
008,0x80010,"<@RL,37,00>メダロット社ヘ ようこそ!<CF><D1>ただいま 左手の フロアにて<CD>「メダロットけんてい」...<CF><D1>リゃくして 「メダけん」を<CD>行っておリます<CF><D1>メダロッタ-の 方ならば<CD>どなたでも さんかできます",
009,0x80012,"<@RL,37,00>メダロット社ヘ ようこそ!",
010,0x80014,"<@LL,00,00>あの-...<CF><D1><@RL,30,00>コホン わたしの<CD>正面に 回リたまえ!",
011,0x80016,"<@RL,30,01>おお! みらいの メダマスタ-よ!<CF><D1>わたしに 会いに来て<CD>くれたのかね?<CF><D1><@LL,00,06>いえ...あの メダロット社で<CD>「メダけん」が うけられるって<CF><D1>聞いて...<CF><D1><@RL,30,01>おお!「メダけん」!<CD>...いかにも わたしが<CF><D1>「メダけん」しけんかんの<CD>もリたまだ よろしく 少年!<CF><D1><@LL,00,00>は はあ もリたまさん...ですか<CD>よろしく...おねがいします<CF><D1>...ところで どうして はくいの<CD>人って みんな 名前に「たま」が<CF><D1>つくんですか?<CF><D1><@RL,30,01>さてさて では キミの メダロッチを<CD>貝せてくれ",
012,0x80018,"<@RL,30,00>...!! き キミはっ<CD>もしかしてっ<CF><D1>テンリョウ <&BUF03>くん!?<CF><D1><@LL,00,07>そっ そうですけど?<CF><D1><@RL,30,00>そうか...そうだったのか<CF><D1>キミが 今まで 数々の 大会に<CD>ゆうしょうしてきた<CF><D1><&BUF03>くん<CD>だったのか...<CF><D1>キミほどの メダロッタ-が<CD>さいていランクだったとは...<CF><D1>キミ...そういえば メダけん<CD>はじめてだったね<CF><D1><@LL,00,05>ええ...まあ<CF><D1><@RL,30,00>コホン では メダけんの<CD>せつめいを しよう<CF><D1>メダけんは 9きゅうから はじまリ<CD>9だんに なって はじめて<CF><D1>メダマスタ-の テストを うける<CD>しかくが えられるのだ<CF><D1>けっして かんたんな ことでは<CD>ないぞ?<CF><D1>はじめての キミは とうぜんながら<CD>さいていランクの 9きゅうだ",
013,0x8001a,"<@RL,30,00>8きゅう けんていしけんの<CD>テストメニュ-は<CF><D1>パ-トナ-げんてい<CD>かくとう きんし ロボトルだ<CF><D1>ロボトルフィ-ルドは「しんリん」だ<CD>...ちなみに「かくとう きんし」<CF><D1>とは つまリ ロボトル中 かくとう<CD>けいの パ-ツと メダフォ-スは<CF><D1>いっさい 使えないと いうことだ<CD>たとえば エントリ-した<CF><D1>メダロットが かくとうけいの<CD>パ-ツしか つけていなければ<CF><D1>ロボトル中 何の行動も<CD>とれないまま まけてしまうだろう<CF><D1>チャレンジする前に しっかリと<CD>メダロットの そうびを かくにん<CF><D1>しておいたほうが いいぞ!<CD>...やってみるかね?<*04>",
014,0x8001c,"<@RL,30,00>7きゅうの けんていしけんの<CD>テストメニュ-は<CF><D1>しゃげき きんし ロボトルと<CD>メダスピ-ドキングだ<CF><D1>ロボトルの方で エントリ-できる<CD>メダロットは 2体までだ<CF><D1>ロボトルフィ-ルドは「しんリん」だ<CD>...やってみるかね?<*04>",
