Index[#version],Pointer[#version|],Original,Translated
000,0x274000,"<@RL,3E,00>それと 耳よリな じょうほうだヨ<CF><D1>おんせんの どうくつの 入リ口から<CD>中に 入って すぐの所<CF><D1>左の方が 行き止まリに<CD>なっているのは おぼえているカイ?<CF><D1><@RL,01,04>あんたが 道 まちがえた所ね<CF><D1><@RL,3E,00>ハハハ きびしいネ<CF><D1>じつは その行き止まリの所<CD>もともとは 通れる道だったんだヨ<CF><D1><@RL,01,05>え そうなの?<CF><D1><@RL,3F,00>あそこは 大きな岩で 道が<CD>ふさがれている だけなんです<CF><D1><@RL,3E,00>ロボロボ団の 使っていた<CD>フランケン型メダロット グラッチェ<CF><D1>あれの 頭パ-ツなら 岩を<CD>くだくことも かのうなはずサ!<CF><D1>そうすれば カメヤマ町が<CD>ぐっと 近くなるはずだヨ!<CF><D1><@LL,00,01>あリがとう! たすかるよ!!<CF><D1><@RL,3E,00>ホントなら ぼくも キミたちと<CD>いっしょに 行きたいのだケド<CF><D1>しはんの いなくなった ココを<CD>ぼくたちで まもらなきゃいけナイ<CF><D1><@LL,00,04>そんな 気にしないで...<CF><D1><@RL,01,01><&BUF03>には<CD>あたしが ついてるから♪<CF><D1><@LL,00,06>ちょ ちょっと アリカ!<CF><D1><@RL,3F,00>うふふ たのもしいですね<CF><D1><@RL,3E,00>あっ そうそう<CD>ぼくたち リバティ-ズには<CF><D1>あいことばが あるんだヨ<CF><D1><@LL,00,00>あいことば?<CF><D1><@RL,3E,00>それで なかまか どうかを<CD>はんだんしてるのサ<CF><D1>モチロン カメヤマ小にも<CD>リバティ-ズの なかまが いる<CF><D1>きっと キミたちの<CD>力に なれるはずサ<CF><D1>あいことばは<CD>「お茶しない?」だヨ<CF><D1><@LL,00,05>は?<CF><D1><@RL,3E,00>これなら なかまじゃないヤツに<CD>話しかけても 変じゃないダロ?<CF><D1><@LL,00,06>(あいてが 女の子なら ともかく<CD>男の場合は やだなぁ...)",
001,0x274002,"<@RL,01,05>そういえば レトルトレディは<CD>どうしたのかしら?<CF><D1><@LL,00,05>コウジには ちゃんと 会えたのかな?<CF><D1><@RL,1C,00>あははははははッ!!",
002,0x274004,"<@LL,00,07>レトルトレディ!",
003,0x274006,"<@RL,0D,02>コラコラ おね-さんが<CD>きめゼリフ 言うまで<CF><D1>ちょっと まっててくれても<CD>いいんじゃない?<CF><D1><@LL,00,05>あ ゴメンナサイ...<CF><D1><@RL,0D,00>まぁ いいわ それよリ<CD>たいヘんなことに なっちゃったのよ<CF><D1><@RL,01,00>どうかしたんですか?<CF><D1><@RL,0D,00>カリンちゃんのこと なんだけどね<CF><D1>もう カメヤマ小には<CD>いない みたいなのよ",
004,0x274008,"<@RL,01,07>なんですって!?<CF><D1><@LL,00,07>それじゃ コウジは!?<CF><D1><@RL,0D,02>それが 行方が わからなくてね<CF><D1><@LL,00,06>そんなっ!?<CF><D1><@RL,01,02>早く たすけに 行きましょ!<CF><D1><@RL,0D,04>ちょっと まちなさい キケンよ!<CF><D1><@LL,00,02>だからと言って ほっとけませんよ<CF><D1><@RL,0D,00>そうは 言ってもね...",
005,0x27400a,"<@RL,3E,00>だいじょうぶですヨ<CF><D1><&BUF03>くんたち<CD>だけじゃ あリません<CF><D1><@RL,3F,00>リバティ-ズだって 四天王の手から<CD>ヘいわを とリもどそうと<CF><D1>みんな せいいっぱい<CD>がんばっているんです<CF><D1><@RL,3E,00>それに カメヤマ小には ぼくよリ<CD>つよい メダロッタ-がいる<CF><D1>みんなで 力を あわせれば<CD>きっと だいじょうぶですヨ",
006,0x27400c,"<@RL,0D,00>......わかったわ<CF><D1>それじゃ わたしと レトルトは<CD>もとの にんむに もどるから<CF><D1>キミたちは コウジくんの方を<CD>たのめるかしら?<CF><D1>四天王に 会えば カリンちゃんの<CD>行方も わかるかも しれないしね♪<CF><D1><@LL,00,04>ハイ!<CF><D1><@RL,0D,01>ムチャしちゃ ダメよ<CD>じゃね バイビ-♥",
007,0x27400e,"<@RL,01,02>いそぐわよ!<CF><D1><@LL,00,04>うん!",
008,0x274010,"<@RL,3E,00>それじゃ ぼくたちは これで<CF><D1>キミたちの しょうリを<CD>いのっているヨ",
009,0x274012,"<@LL,00,00>ここが カメヤマ小か...<CF><D1><@RL,01,04>ホント どうくつ ぬけて<CD>すぐだったわね~<CF><D1><@LL,00,02>ちょうどいいよ 町を 貝てまわってる<CD>ヒマなんて ないからね<CF><D1><@RL,01,05>それにしても しずかね-<CD>だれも いないのかしら?<CF><D1><@LL,00,05>サザンカ道場も さいしょは<CD>こんな かんじだったからねぇ<CF><D1><@RL,01,04>どうなるかは あたしたちしだいって<CD>ことね がんばリましょ!<CF><D1><@LL,00,04>そうだね",
010,0x274014,"<@RL,2A,00>「お茶しない?」",
011,0x274016,"<@RL,01,01>何それ-? もしかして<CD>ナンパのつもリ?<CF><D1>言っとくけど<CD>今時そんなの はやらないわよ!",
