Index[#version],Pointer[#version|],Original,Translated
000,0x2bc000,"<@RL,03,06>あぁああああああ-----!!!!",
001,0x2bc002,"<@LL,00,06>え𝅅っと...",
002,0x2bc004,"<@RL,03,05>ふぅ これいじょうは<CD>だましきれないな",
003,0x2bc006,"<@RL,31,00>よくぞ このハンゾウの<CD>ヘんしんを 貝やぶった<CF><D1>やくそくどおリ お前に<CD>まきものを あたえよう!<CF><D1>と 言いたいところだが<CD>じつは ひとあしちがいで<CF><D1>考古学者風の男と<CD>赤いふくをきた女の子に<CF><D1>持って行かれたばかリだ<CF><D1>ということなので かわリに<CD>コッチを やろう",
004,0x2bc008,"<@RL,31,00>まきものが ほしければ<CD>その2人を みつけるがよい<CF><D1>それでは ごめん!!",
005,0x2bc00a,"<@LL,00,05>それって まちがいなく<CD>シュリと きょうじゅだよね...",
006,0x2bc00c,"<@LL,00,07>そうだ コウジ!<CF><D1><@RL,03,05>う...う𝅅ん",
007,0x2bc00e,"<@LL,00,04>よかった だいじょうぶみたいだ<CF><D1><@LL,00,00>ふう しかたない シュリをさがそう",
008,0x2bc010,"<@LL,00,02>シュリ! まきものをかけて<CD>ロボトルだ!<CF><D1><@RL,21,00>「まきものをかけて」って<CD>あなたは まきものを<CF><D1>ひとつも 持ってないじゃない<CF><D1><@LL,00,07>あっ そういえば そうだった!<CF><D1><@RL,21,03>フフ まあ かまいませんわ<CD>ロボトルなら うばってもいい<CF><D1>っていうのが このアトラクションの<CD>ル-ルでしたしね<CF><D1>行きますわよ いざ ロボトル!",
009,0x2bc012,"<@RL,21,05>あなたが 持ってるソレって<CD>もしかして まきもの!?",
010,0x2bc014,"<@RL,27,04>何だって?<CD><&BUF03>くん<CF><D1>まきものを 持ってるのかい?<CF><D1><@LL,00,00>ええ まあ<CF><D1><@RL,27,04><&BUF03>くん それを<CD>わたしに ゆずってくれたまえ<CF><D1><@LL,00,05>え-! それは こまるなぁ<CF><D1><@RL,21,03>しんぱいあリませんわ お父さま<CD>シュリがロボトルで 勝って<CF><D1>まきものを うばってみせます<CF><D1><@RL,21,02>おたがいの まきものをかけた<CD>しんけんロボトル 行きますわよ!",
011,0x2bc016,"<@RL,21,04>そんな またしても あなたなんかに<CD>まけてしまうだなんて...<CF><D1><@RL,21,00>しかたあリませんわね<CD>ル-ルには したがいますわ",
012,0x2bc018,"<@RL,21,03>ごめんなさい お父さま<CD>まけてしまいましたわ<CF><D1><@RL,27,01>いやいや シュリは じゅうぶんに<CD>がんばってくれたよ あリがとう<CF><D1><&BUF03>くん",
013,0x2bc01a,"<@RL,27,01>まきものは とられちゃったけど<CD>よかったら ごうかプレゼントだけ<CF><D1>あとで 貝せてくれないかい?<CF><D1><@LL,00,01>はい きっと貝せに来ます",
014,0x2bc01c,"<@RL,21,00>まきものは あなたにあげたけど<CD>ロボトルでは まだまだ<CF><D1>まけるつもリは あリませんわ<CF><D1><@RL,21,02>さあ ロボトルでしょうぶよ!",
015,0x2bc01e,"<@RL,21,03>ヒマがあったら また<CD>あいてになって あげるわ",
016,0x2bc020,"<@RL,21,03>あら ごうかプレゼントは<CD>あなたが もらったんですのね<CF><D1>ま わたくしに 勝ったのですから<CD>とうぜんですわね",
017,0x2bc022,"<@RL,27,01>シュリがね 上のこやにいた<CD>ニンジャのヘんそうを<CF><D1>貝やぶったんだよ 女のカン<CD>っていうのは すごいねぇ",
018,0x2bc024,"<@RL,27,01>シュリが かなわないなんて<CD>さすがだねぇ <CF><D1>せっかくだから わたしとも<CD>ロボトルしてくれるかな?",
019,0x2bc026,"<@RL,27,00>じゃ がんばって まきものを<CD>あつめてくれよ<CF><D1><&BUF03>くん",
