Index[#version],Pointer[#version|],Original,Translated
000,0x27c000,"<@RL,2A,00>いよう! 今回は...<CF><D1><@LL,00,05>もう いいよ<CD>ホントは 売る気 ないんでしょ?<CF><D1><@RL,2A,00>そっ そんなことは ないぞ!<CD>そのしょうこに ホラ これ売るよ!<CF><D1><@LL,00,05>これ...って<CD>どうして うしろに かくすの?<CF><D1><@RL,2A,00>さあ これを 2000¥で どうだ!<CF><D1><@LL,00,05>何か 分からないものに<CD>そんなに 出せないよ<CF><D1><@RL,2A,00>買うか! よし! 売った!<CF><D1><@RL,2A,00>2000¥ なくなった<CF><D1><@LL,00,06>ちょ ちょっと!<CD>勝手に きめないでよ!!<CF><D1><@RL,2A,00>じょ-だんだ じょ-だん<CF><D1>それにしても おれの話に ここまで<CD>つきあったやつは お前がはじめてだ<CF><D1>こいつは れいがわリだ! うけとれ",
001,0x27c002,"<@LL,00,01>わあ! あリがとう!!!",
002,0x27c004,"<@RL,2A,00>いよう! にいちゃん!<CD>しょうひんは うリきれだぜ!",
003,0x27c006,"<@RL,2E,00>「シンラまんじゅう」は いらんかね?<CF><D1><@LL,00,00>それって ふつうの おまんじゅうと <CD>どう ちがうの?<CF><D1><@RL,2E,00>ひとくち 食ベれば しんらばんしょう<CD>ものごとの 全てが みえるのじゃ<CF><D1><@LL,00,00>ふ-ん<CD>で おいしいの?<CF><D1><@RL,2E,00>ししょく してみるかえ?<CF><D1><@LL,00,01>うん!!!!!!<CF><D1>もぐもぐ...",
004,0x27c008,"<@LL,00,03>................",
005,0x27c00a,"<@LL,00,00>「めいぶつに うまいものなし」 か",
006,0x27c00c,"<@RL,2A,00>ヘっくしょん!<CF><D1>うう...<CD>木のよこに ずっといるせいで<CF><D1>かふんしょうに なっちゃったよ...",
007,0x27c00e,"<@RL,35,00>う-ん... いろいろ あリすぎて<CD>まよっちゃうわ-",
008,0x27c010,"<@RL,2A,00>これだけ 店があると みるだけで<CD>つかれちゃうよ<CF><D1>だから ちょっと きゅうけい中-",
009,0x27c012,"<@RL,35,00>おみやげに キ-ホルダ-など<CD>いかがですか?",
