Index[#version],Pointer[#version|],Original,Translated
000,0x3a4000,"<@LL,00,07>全宇宙!...って ことは<CD>「ロボトルきょうかい」って...!<CF><D1><@RL,1C,00>「ロボトルの わ」を よリ<CD>とおく ぎんがけいの かなたまでも<CF><D1>広げるために 作られた そしきだ<CD>これからも きみたちの かつやくを<CF><D1>貝まもっている<CF><D1>じんるいが 本当に 宇宙に<CD>たびだつ その日まで",
001,UNUSED00,"<@LL,00,07>それって いったい...!",
002,0x3a4002,"<@LL,00,07>切れちゃった...<CF><D1><@LL,00,05>何だか 今 とんでもなく そうだいな<CD>せっていを 聞いたような<CF><D1>気がするけど............<CD>.................",
003,0x3a4004,"<@LL,00,06>と とにかく まずは カウンタ-の<CD>アヒルに 話しかけて しょうひんを<CF><D1>もらいに 行こうっ!",
004,0x3a4006,"<@CC,FF,FF>またの ごリようを<CD>おまちしておリます",
005,0x3a4008,"<@LL,00,03>まけちゃった...",
006,0x3a400a,"<@RL,0F,01>やっと 来たか!<CD>まちかねたぞい!<CF><D1><@LL,00,04>はかせ! 6だんの しけんって<CD>何ですか?<CF><D1><@RL,0F,00>まあ まて その前に<CD>お前さんが じょうけんを<CF><D1>みたしておるか しらベねばの<CD>メダリンクで 20い いじょうに<CF><D1>ランキングしていなければ<CD>しけんを うけられないという<CF><D1>きまリに なっておる<CD>...どれ",
007,0x3a400c,"<@RL,0F,02>まだ じょうけんは みたして<CD>なかったようじゃな...<CF><D1>わしは ここで まっとるから<CD>メダロッタ-ズに 行って<CF><D1>ランクを 上げて来るのじゃ!<CF><D1><@LL,00,04>わかリました!",
008,0x3a400e,"<@RL,0F,01>メダリンクは OKじゃな<CF><D1><@RL,0F,00>メダロ-ドレ-スの 勝ち数は<CD>30 いっとるかの?...どれ",
009,0x3a4010,"<@RL,0F,01>...うむ! もんだいは<CD>ないようじゃな!<CF><D1>では おしえてやろう<CD>6だんの しけんないようは<CF><D1>ズバリ!...チ-ムロボトルじゃ!",
