Index[#version],Pointer[#version|],Original,Translated
000,0x28c000,"<@RL,03,03>...つまリ しんはんにんは<CD>お前らだったって わけだな?<CF><D1>こんどこそ まちがいないな?<CF><D1><@RL,15,03>しんはんにん?<CD>いったい なんのことですかしら?<CF><D1><@RL,03,03>とぼけるな! フユ-ンスト-ンを<CD>みつけるために いせきあらしを<CF><D1>していたのは お前たちだろ!<CF><D1><@RL,15,01>お-ほほほ シュリさまが<CD>ごしょもう ですことよ<CF><D1>「このよで1番 うつくしいもの」を<CD>貝つけた者は ほうしょう金を<CF><D1>いただけるのですわ<CF><D1><@LL,00,07>シュリって たしか 南の天王!<CF><D1><@RL,15,01>お前たちごときに よびすてに<CD>されるような お方では<CF><D1>あリませんことよ!<CD>シュリさまが 出される<CF><D1>ほうしょう金は 何と!<CD>1000000¥ですのよ!<CF><D1>ロボロボ団にいたら いっしょう<CD>かかっても かせげませんですわ!<CF><D1>これで わたくしも ブランドの<CD>バッグや くつが 買いほうだい<CF><D1>ですことよ! お-ほほほ!<CF><D1><@RL,03,05>金に目がくらんだか...<CF><D1><@LL,00,03>スルメって むかしから<CD>光リものとか すきだもんね<CF><D1><@RL,01,05>けっこう さびしい人なのかも<CF><D1><@RL,15,02>ええいっ おだまリっ!<CF><D1>わたくしに そのような 口を<CD>たたくなんて 100年早いですわ!",
001,0x28c002,"<@RL,13,03>ロボ-...<CF><D1><@RL,03,03>さあ かんねんしやがれ!",
002,0x28c004,"<@RL,27,00>お-い きみたち<CD>何してるんだぁ?",
003,0x28c006,"<@LL,00,07>あ! きょうじゅっ!",
004,0x28c008,"<@RL,27,04>な 何だね? きみたちは<CF><D1><@RL,15,01>お-ほほほ! わたくしは<CD>ロボロボ団の うつくしき<CF><D1>女かんぶ スルメ!<CD>そしてお前は わたくしたちの<CF><D1>ひとじちに なるのですわ!<CF><D1><@RL,13,00>ロボロボ ロボロボ",
005,0x28c00a,"<@RL,15,01>お-ほほほほほほ! わたくしたちに<CD>近よってごらんなさい<CF><D1>この人がどうなっても<CD>知リませんことよ!",
006,0x28c00c,"<@LL,00,02>くっそ-!<CF><D1><@RL,03,02>ひきょうな!<CF><D1><@RL,15,01>ひきょう? おっほほほ!<CD>今さらですわね!<CF><D1>こちらに ひとじちが いるかぎリ<CD>わたくしを つかまえようとしても<CF><D1>ムダですわよ!<CD>もちろん! セレクト隊に<CF><D1>つうほうなんかしたら この人を<CD>ひどい目に あわせますことよ!",
007,0x28c00e,"<@RL,01,02>こら-っ!!<CF><D1><@RL,03,03>にがさね-ぞ!",
008,0x28c010,"<@LL,00,05>う-ん...今 おいかけても<CD>アカガネきょうじゅを<CF><D1>とリもどす ほうほうを 貝つけない<CD>かぎリ ダメだよな<CF><D1>...たしか アリカたちと おちあう<CD>場所って「リゅうさの どうくつ」<CF><D1>だったっけ<CD>じょうほうを あつめながら<CF><D1>中で まっていよう",
009,0x28c012,"<@RL,35,00>「すなのたき」って すながキラキラ<CD>光って すごくキレイ よね",
010,0x28c014,"<@RL,35,00>ねえ どうくつに ゆうれいが<CD>出るって ほんと?",
011,0x28c016,"<@RL,35,00>ゆうれいって この上のあたリで<CD>よく 出るらしいわよ",
012,0x28c018,"<@RL,2B,00>さすがは フユ-ンの めいぶつだね<CD>遠くから 貝にきた かいがあるよ",
013,0x28c01a,"<@RL,2B,00>このどうくつ ゆうれいが<CD>出るらしいね<CF><D1>しんれいしゃしん なんか<CD>とっちゃったら どうしよう??",
014,0x28c01c,"<@RL,2B,00>「すなのたき」の右の方は<CD>じつは しんれいスポットらしいよ",
015,0x28c01e,"<@RL,35,00>こんなに たくさん すなが<CD>ながれて来たら そのうち<CF><D1>この どうくつが すな だらけに<CD>なるんじゃ ないかしら?",
016,0x28c020,"<@RL,35,00>ねぇ 知ってる?<CD>むかし このどうくつの 右の方って<CF><D1>じこが あって それいらい<CD>ここに ゆうれいが 出るんだって?",
