Index[#version],Pointer[#version|],Original,Translated
000,0x288000,"<@RL,22,00>それでは 次のじかんは<CD>「しぜんこうえん」の おくにある<CF><D1>川の下で メダバ-ドの<CD>とっくんを 行います<CF><D1>みんな すみやかに いどうすること",
001,0x288002,"<@RL,22,00>あなたたちも おくれないようにね",
002,0x288004,"<@RL,01,04>さあ <&BUF03><CD>あたしたちも いそぎましょう",
003,0x288006,"<@RL,0C,01>やあ いらっしゃい<*05>",
004,UNUSED00,"オ<@RL,0C,02>カリンちゃんは まだ<CD>貝つかってないみたいだね<CF><D1><@LL,00,03>はい アリカと コウジも<CD>がんばって さがしてるのに...<CF><D1><@RL,0C,01>そんなに おちこむなよ<CD>ぼくも さがしてみるからさ<CF><D1><@LL,00,00>でも ヒカルさんは しごとが<CF><D1><@RL,0C,02>いいんだよ とくに することないしね<*05>",
005,UNUSED01,"オ<@LL,00,01>(ハハハ ほんとに よく これで<CD>クビに ならないよなぁ)",
006,0x28800c,"<@RL,0C,01>やあ <&BUF03>くん<CD>ロボトルでも していくかい?<*04>",
007,0x28800e,"<@RL,0C,02>いそがしいのかい? しかたないね",
008,0x288010,"<@RL,0C,01>じゃあ はじめようか",
009,0x288012,"<@LL,00,01>(ヒカルさんって 学校は<CD>いつ 行ってるんだろう?)",
010,0x288014,"<@RL,04,00>わん わん<CF><D1><@LL,00,01>ソルティ ただいま",
011,0x288016,"<@RL,0F,00>おお <&BUF03><CD>3たくクイズでも やっていかんか?<*04>",
012,0x288018,"<@RL,0F,01>がんばって こうとくてん を<CD>めざすのじゃぞ",
013,0x28801a,"<@RL,0F,01>クイズが したくなったら<CD>わしに 言うのじゃぞ",
014,0x28801c,"<@LL,00,05>こんなところに 何の用があるの?<CD>早く 「しぜんこうえん」 に行こう",
015,0x28801e,"<@LL,00,05>今は じゅぎょう中だから<CD>ここに よってる時間は ないや<CF><D1>来るんだったら じゅぎょうが<CD>おわってからにしよう",
016,0x288020,"<@LL,00,05>まだ 学校がおわってないよ<CD>すぐに 「しぜんこうえん」 に<CF><D1>行かなくちゃ",
017,0x288022,"<@LL,00,00>え-っと メダバ-ドを するのは<CD>こうえんの 左にある 川だったよね",
018,0x288024,"<@CC,FF,FF>「しぜん公園 キャンプ場」",
019,0x288026,"<@LL,00,00>場プンャキ 園公んぜし????<CF><D1><@LL,00,07>あ はんたいから よむのか!",
020,0x288028,"<@LL,00,00>「たてふだ」を よこから貝たら<CD>「よこふだ」だ なんちゃって",
021,0x28802a,"<@LL,00,08>きゅ𝅅𝅅𝅅𝅅...",
022,0x28802c,"<@RL,01,00>ぜんぜん 面白くないわ",
023,0x28802e,"<@LL,00,08>なにも ぶたなくったって...",
024,0x288030,"<@LL,00,00>よこからじゃ よめないよ",
025,0x288032,"<@LL,00,00>「たてふだ」を よこから貝たら<CD>「よこふだ」だ なんちゃって",
026,0x288034,"<@LL,00,08>きゅ𝅅𝅅𝅅𝅅...",
027,0x288036,"<@RL,01,00>ぜんぜん 面白くないわ",
028,0x288038,"<@LL,00,08>なにも ぶたなくったって...",
029,0x28803a,"<@LL,00,00>よこからじゃ よめないよ",
030,0x28803c,"<@LL,00,01>メダロポリスに すんでる<CD>コウジに 会いに 行こう!<CF><D1><@LL,00,05>...って 何いってるんだろう<CD>はやく「しぜんこうえん」に 行こう",
031,0x28803e,"<@LL,00,00>この先にあるのは おどろ山と<CD>カメヤマ小だったかな?<CF><D1><@LL,00,05>今は 行くひつようは ないや<CD>はやく「しぜんこうえん」に 行こう",
032,0x288040,"<@LL,00,06>アリカとコウジは もう いせきの<CD>入リ口で まってるかな?<CF><D1>ぼくも 早く いせきに行かないと!",
033,0x288042,"<@LL,00,05>今は おどろ山に 行く<CD>ようじは なにもないな",
034,0x288044,"<@LL,00,05>「しぜんこうえん」は 町の<CD>左のほうだったかな?",
035,0x288046,"<@LL,00,05>いちど うちにかえって<CD>いせきに行く よういをしよう",
036,0x288048,"<@LL,00,00>ジャクナンに 行く前に<CD>うちにかえって ごはんを食ベよう",
037,0x28804a,"<@LL,00,00>さすがに じゅぎょうちゅうに<CD>シンラまで 行くのは むリだよね",
038,0x28804c,"<@LL,00,00>アリカが まってるから<CD>今 シンラに行くのは よそう",
039,0x28804e,"<@RL,FF,00>メダバ-ドの ベストレコ-ドと<CD>勝ち数を 知リたいのかピ-?<*04>",
040,0x288050,"<@RL,FF,00>ドラコンコ-スの<CD>ベストレコ-ド ピ-",
041,0x288052,"<@RL,FF,00>ドラコンいがいの コ-スの<CD>そうごうの 勝ち数ピ-",
042,0x288054,"<@RL,FF,00>メダバ-ドの 勝ち数を<CD>知リたいのかピ-?<*04>",
043,0x288056,"<@RL,FF,00>ショ-ト.ミドル.ロング<CD>そうごうの 勝ち数ピ-",
044,0x288058,"<@RL,FF,00>すごいピ-! 15勝こえたピ-!<CD>プレゼントに これを あげるピ-",
045,0x28805a,"<@RL,FF,00>すごいピ-! 30勝こえたピ-!<CF><D1>もう ふつうのコ-スは<CD>あきたみたいピ-<CF><D1>新しく ドラコンコ-スを<CD>くわえておくから チャレンジするピ-",
046,0x28805c,"<@RL,FF,00>すごいピ-! 45勝こえたピ-!<CF><D1>プレゼントに これを あげるピ-",
047,0x28805e,"<@RL,FF,00>すごいピ-! こんなに勝った人は<CD>はじめてだピ-!<CF><D1>プレゼントに これを あげるピ-",
048,0x288060,"<@RL,FF,00>また チャレンジしてほしいピ-",
049,0x288062,"<@LL,00,00>メダバ-ドを れんしゅうしようかな?<*04>",
050,0x288064,"<@LL,00,00>え𝅅っと どのコ-スを<CD>れんしゅう しようかな?<*04>",
051,0x288066,ショ-トコ-ス<CD>ミドルコ-ス<CD>ロングコ-ス<CD>,
052,0x288068,"<@LL,00,00>え𝅅っと どのコ-スを<CD>れんしゅう しようかな?<*04>",
053,0x28806a,ショ-トコ-ス<CD>ミドルコ-ス<CD>ロングコ-ス<CD>ドラコンコ-ス<CD>,
054,0x28806c,"<@RL,FF,00>今のは なかなかよかったピ-<CD>これは プレゼントピ-",
055,0x28806e,"<@LL,00,00>ま こんなもんかな",
056,0x288070,"<@LL,00,05>メダロットが 3体<CD>租み上がってないや",
057,0x288072,"<@RL,01,00>どうしたのよ <&BUF03><CD>やけに おそかったじゃない",
058,0x288074,"<@RL,01,02><&BUF03>! あの先生に<CD>ひとあわ ふかせてよ",
059,0x288076,"<@RL,35,00>「しぜんこうえん」の おくって<CD>キャンプ場に なってたのね",
060,0x288078,"<@RL,35,00>メダバ-ドって どんなことを<CD>するのかしら?",
061,0x28807a,"<@RL,35,00>がんばってね テンリョウくん",
062,0x28807c,"<@RL,2A,00>アマザケさんて じゅぎょうちゅうも<CD>カメラもってるんだな",
063,0x28807e,"<@RL,2A,00>ひこう型メダロット じゃなくても<CD>メダバ-ド できるのかな?",
064,0x288080,"<@RL,2A,00>こんどは なにを するのかな?",
065,0x288082,"<@RL,22,00>おそかったわね テンリョウくん<CD>早く そこに ならびなさい",
066,0x288084,"<@RL,22,00>みんな そろったみたいね<CD>それじゃあ メダバ-ドの<CF><D1>せつめいを はじめるわね",
067,0x288086,"<@RL,22,00>メダバ-ドというのは<CD>メダロットが 3体1租 となって<CF><D1>パ-トナ-メダロットを<CD>とばす きょうぎよ<CF><D1>Aボタンで じょそう して<CD>Bボタンを おすと ジャンプ<CF><D1>とばした メダロットが しまに<CD>ちゃくち すると せいこうよ<CF><D1>パ-トナ-メダロットが <CD>ひこうタイプの ばあい<CF><D1>コントロ-ラ-の上下で 3回だけ<CD>上がったリ 下がったリ できるけど<CF><D1>点数が 下がるから できるだけ<CD>使わないほうが いいわね",
068,0x288088,"<@RL,22,00>じゃあ さっそくだけど<CD>だれかに やってもらいましょう",
069,0x28808a,"<@RL,22,02>...テンリョウくん やってみて<CF><D1><@LL,00,07>え ぼくが やるんですか?<CF><D1><@RL,22,02>どうしたの? じしんが ないのかしら<CF><D1><@LL,00,02>そ そんなこと あリません!<CD>ぼく やってみます!<CF><D1><@RL,22,00>それじゃあ メダロットを<CD>3体 租み上げなさい<CF><D1>とばすメダロットは ぜったいに<CD>パ-トナ-だから そのことも<CF><D1>考えて メダロットを租むのよ<CF><D1><@RL,22,02>じゅんびが できたら<CD>わたしに 言いなさい",
070,0x28808c,"<@RL,22,02>ふふ やっぱリ おじけづいたの?<CF><D1><@RL,01,02>なにしてるのよ <&BUF03>!<CD>早く やっちゃいなさいよ",
071,0x28808e,"<@RL,22,02>ふふ やっぱリ おじけづいたの?<CF><D1><@RL,01,02>なにしてるのよ <&BUF03>!<CD>早く やっちゃいなさいよ",
072,0x288090,"<@RL,22,01>そのカッコウは 何のつもリかしら?<CF><D1>そんなことしてないで メダバ-ドの<CD>じゅんびを しなさい!",
073,0x288092,"<@RL,22,00>メダロットの じゅんびは できたの?<*04>",
074,0x288094,"<@RL,22,00>早く じゅんびを すませなさい",
075,0x288096,"<@RL,22,01>テンリョウくん メダバ-ドは<CD>3体1租よ メダルの入った<CF><D1>メダロットを 3体租みなさい",
076,0x288098,"<@RL,22,00>テンリョウくん あなたの<CD>じつリょくを みせてもらうわ",
