Index[#version],Pointer[#version|],Original,Translated
000,0x278000,"<@RL,0C,01>やあ いらっしゃい<*05>",
001,0x278002,"<@RL,0C,01>ロボトルでも してみるかい?<*04>",
002,0x278004,"<@RL,0C,01>それじゃ はじめようか",
003,0x278006,"<@LL,00,05>よかったんですか? しごと中に<CF><D1><@RL,0C,02>いいんだよ<CD>とくに することないしね<*05>",
004,0x278008,"<@LL,00,05>それって 店の しょうひんなんじゃ?<CF><D1><@RL,0C,02>いいんだよ<CD>とくに することないしね<*05>",
005,0x27800a,"<@LL,00,05>こたえに なってませんよ",
006,0x27800c,"<@RL,0C,00>それじゃ また こんどね",
007,0x27800e,"<@RL,0F,00>おお <&BUF03><CD>3たくクイズでも やってみるか?<*04>",
008,0x278010,"<@RL,0F,01>早おしじゃからな<CD>そのあたリ 気をつけるがいい",
009,0x278012,"<@RL,0F,02>そうか それじゃ また こんどな",
010,0x278014,"<@LL,00,07>うわっ ぬかるんでる!",
011,0x278016,"<@RL,01,00>ほら 気にしないで 行きましょ!",
012,0x278018,"<@LL,00,05>今 かえっても しかたないよね",
013,0x27801a,"<@RL,13,03>とっ とリのこされたロボ-!",
014,0x27801c,"<@RL,13,03>どうして いじめるロボ-!?",
015,0x27801e,"<@RL,FF,8F>す-い す-い すいぎょうざ",
016,0x278020,"<@RL,13,00>この先は きょかが なければ<CD>通せないロボ!<CF><D1><@RL,01,05>だれの きょか?<CF><D1><@RL,13,03>??? ...さあ?<CF><D1><@RL,01,04>あっそ<CD>じゃ 通らせてもらうわね<CF><D1><@RL,13,04>そっ それは だめロボ!",
017,0x278022,"<@RL,13,03>ひえ-ロボッ!",
018,0x278024,"<@RL,13,03>いっ いじめないでロボ-!<CF><D1><@LL,00,05>だから いじめたリしないってば...",
019,0x278026,"<@RL,13,04>ひっ! ひええ!<CF><D1>おねがいロボ! いじめないでロボ!<CF><D1><@LL,00,00>ベつに いじめたリしないよ-<CF><D1><@RL,13,03>あ! そうだロボ!<CF><D1>この先にある おたから あげるから<CD>ゆるしてロボ!<CF><D1><@LL,00,05>だからぁ...う-ん<CD>ま いっか<CF><D1><@LL,00,01>もらえるものは もらっとこう!",
020,0x278028,"<@LL,00,05>................",
021,0x27802a,"<@LL,00,05>................",
022,0x27802c,"<@LL,00,05>ロボロボなんかに きたいした<CD>ぼくが バカだった...",
023,0x27802e,"<@LL,00,05>................",
024,0x278030,"<@LL,00,05>................",
025,0x278032,"<@LL,00,05>ロボロボなんかに きたいした<CD>ぼくが バカだった...",
026,0x278034,"<@LL,00,05>................",
027,0x278036,"<@LL,00,05>................",
028,0x278038,"<@LL,00,05>ロボロボなんかに きたいした<CD>ぼくが バカだった...",
029,0x27803a,"<@RL,13,00>この先は きょかが なければ<CD>通せないロボ!<CF><D1><@LL,00,05>...また?",
030,0x27803c,"<@RL,13,03>サケカ-スさまに<CD>言いつけてやるロボ-!",
031,0x27803e,"<@RL,13,00>この先は...<CF><D1><@LL,00,00>いいから 早く ロボトルしようよ<CF><D1><@RL,13,00>...せっかちな 人ロボね-",
