Index[#version],Pointer[#version|],Original,Translated
000,0x280000,"<@RL,42,00>キミには みえるか?<CD>ハクマさまが 全ての メダロットを<CF><D1>3げんそくから かいほうしている<CD>すがたが!?<CF><D1><@LL,00,05>う-ん ベつに 何も みえないけど?<CF><D1><@RL,42,00>ウソを つくな! みえるはずだ!<CD>みえないはずは ない!!!<CF><D1><@LL,00,05>みえないって 言ってるのに...",
001,0x280002,"<@RL,42,00>う-ん れいせいに 考えると<CD>3げんそくも ひつようなのかもね",
002,0x280004,"<@RL,42,00>さいきん かんきんしつに 入れられる<CD>れんちゅうを よく貝ます<CF><D1>ハクマさまに さからうなんて<CD>同じ 人間として はずかしいですね<CF><D1>まったく...",
003,0x280006,"<@RL,42,00>ハクマさまは けっして<CD>まちがっては いなかったと 思う<CF><D1>ただ われわれも ふくめて<CD>きょくたんすぎたんだ...",
004,0x280008,"<@RL,43,00>うけつけの 女の子 いっつも<CD>ボ-ッとしてるの<CF><D1>ハクマさまに ほうししたいのなら<CD>ちゃんと行動で あらわさないとね!",
005,0x28000a,"<@RL,43,00>うけつけの 女の子<CD>ハクマさまが いなくなったあとから<CF><D1>学底に 来てないのよねぇ<CD>だれか かわリに うけつけ やって<CF><D1>くれないかしら",
006,0x28000c,"<@RL,42,00>はじめて ハクマさまの おしえを<CD>きいた時の ショックは いまでも<CF><D1>おぼえてます...<CD>それまで メダロットを ただつよく<CF><D1>することだけを 考えていた わたしに<CD>メダロットを友として 生きることを<CF><D1>おしえてくださった ハクマさま...<CF><D1>何が あろうと わたしは<CD>ハクマさまに ついていきますよ",
007,0x28000e,"<@RL,42,00>ハクマさまが いるから<CD>今の わたしがいる<CF><D1>そういうことです",
008,0x280010,"<@RL,42,00>ハクマさまは われわれに 考える<CD>時間を あたえてくださったのだ<CF><D1>ほんとうに 正しかったのかどうかを",
009,0x280012,"<@RL,42,00>ん? あなた...<CD>みかけない かおですね<CF><D1><@LL,00,07>(ドキッ!)<CF><D1>...こ この間 てんにゅうしてきた<CD>ばかリなんだ...<CF><D1><@RL,42,00>そうですか では まだこれを<CD>もっていませんね? 1さつ<CF><D1>お買いに なリませんか?<CF><D1><@LL,00,00>「トラニシ大きょうてん」...<CF><D1><@LL,00,07>!?<CD>なっ 何! この ねだん!<CF><D1><@RL,42,00>けっして 高いとは おもいませんが?<CF><D1><@LL,00,06>い 今 もちあわせが ないから<CD>やめとくよ...<CF><D1><@RL,42,00>そうですか...<CF><D1><@LL,00,06>(ぜっっったい 高いよ! あれ!)",
