Index[#version],Pointer[#version|],Original,Translated
000,0x298000,"<@RL,21,00>カリン...あなたは わたしのものよ<CD>だれにも わたさないわ",
001,0x298002,"<@RL,44,00>本だなが 2つあるから<CD>色んな本が よめるのは いいけど<CF><D1>多すぎて まよっちゃうのも<CD>考えものよね",
002,0x298004,"<@RL,44,00>もうっ しつこいわねぇ!",
003,0x298006,"<@RL,44,00>ねえねえ ベんきょうなんてやめて<CD>ミスコン 貝にいきましょうよぉ-",
004,0x298008,"<@RL,44,00>もう あなたが ベんきょうばっかリ<CD>してたせいで ミスコンに<CF><D1>行けなかったじゃないのぉ!",
005,0x29800a,"<@RL,44,00>シュリさまのおかげで 「うつくしい」<CD>スク-ルライフが おくれるわ♥",
006,0x29800c,"<@RL,44,00>ジャクナンの メダロットは<CD>うつくしい だけじゃなくて<CF><D1>つよくないとね! 行くわよっ",
007,0x29800e,"<@RL,44,00>あなた やるわね",
008,0x298010,"<@RL,44,00>あら? みんなミスコンに<CD>行っちゃったのね わたしも<CF><D1>いそいで じゅんびしなくちゃ!",
009,0x298012,"<@RL,44,00>せっかく ミスコンに<CD>エントリ-したのに<CF><D1>変な3人租のせいで<CD>出れなかったじゃない!",
010,0x298014,"<@RL,44,00>ああ もうっ! どうして<CD>エラ-が きえないのよぉ!!<CF><D1>このままじゃ ミスコンに<CD>間に合わないわよぉ-!",
011,0x298016,"<@RL,44,00>けっきょく だれがミスコンの<CD>ゆうしょう者 なのかしら?",
012,0x298018,"<@RL,44,00>今日ならったことは 今日中に<CD>ふくしゅう しておかないとね",
013,0x29801a,"<@RL,44,00>え-っと テキスト124ペ-ジ<CD>「メダロットの れきし」っと...",
014,0x29801c,"<@RL,44,00>みんな ベんきょう ばっかリで<CD>タイクツしちゃったわ<CF><D1>ねえ あなた ロボトルしましょ!",
015,0x29801e,"<@RL,44,00>やっぱリ ベんきょうよリ<CD>ロボトルのほうが 楽しいわ♥",
016,0x298020,"<@RL,49,00>ここは ジャクナン小学校で<CD>もっとも うつくしく 気高いおかた<CF><D1>すざくのシュリさまの クラスよ",
017,0x298022,"<@RL,49,00>シュリさまは うつくしい者も<CD>そうでない者も びょうどうに<CF><D1>せっして くださるわ",
018,0x298024,"<@RL,49,00>たまに シュリさまのしていることを<CD>わるく言う せいとも いるけど<CF><D1>シュリさまは この学校を うつくしく<CD>するために がんばっておられるのです",
019,0x298026,"<@RL,49,00>あのじけん いらい シュリさまは<CD>ずいぶんと 変わられたわ",
020,0x298028,"<@RL,44,00>今年の ミスコンには どんな<CD>カッコイイ男の子が 出るのかしら?<CF><D1>ああ- 楽しみだわぁ♥",
021,0x29802a,"<@RL,44,00>女の子ばかリの 学校だから<CD>1年に 1回くらいは<CF><D1>こんなイベントがないと<CD>やってられないのよ♥",
022,0x29802c,"<@RL,44,00>門のところにいる 女の子から<CD>聞いたんだけど<CF><D1>かみの長い カッコイイ男の子が<CD>来たんですって どんな人かしら?<CF><D1><@LL,00,05>かみの長い?<CF><D1><@LL,00,07>...コウジのことかも?",
023,0x29802e,"<@RL,44,00>あ-ん コウジさま まけちゃったわ-<CF><D1><@LL,00,07>(コウジのファンだったのか?)",
024,0x298030,"<@RL,44,00>ふ-ん あなたも 通れたんだぁ?<CD>たしかに ルックスは まあまあね<CF><D1>でも あなた 「ミスコン」の<CD>ル-ルは わかってるのかしらぁん?<*04>",
025,0x298032,"<@RL,44,00>あたしに 聞かなかったこと<CD>きっと こうかいするわよ!",
026,0x298034,"<@RL,44,00>んふふ その正直さに めんじて<CD>この あたしが ていねいに<CF><D1>せつめいして あげるから<CD>よ𝅅𝅅𝅅𝅅く お聞きなさぁい<CF><D1>「ミスコン」っていうのはね<CD>言うまでもないけど メダロットの<CF><D1>うつくしさを きそうコンテストなの<CF><D1><@LL,00,00>ってことは コウジのメダロットとか<CD>やっぱリ ゆうリなのかな?<CF><D1><@RL,44,00>シャ---ラップ!!<CF><D1>うつくしいって 言ってもねぇ<CD>スマ-トで カッコイイだけが<CF><D1>うつくしいって わけじゃないのよ<CF><D1>「ミスコン」を しんさする<CD>しんさいんが うつくしい♥ と<CF><D1>思わなければ いみがないわ<CD>今回の 「ミスコン」の<CF><D1>しんさいんちょう ビショウネンは<CD>ハデずきの オカマだから<CF><D1>こっちも オカマメダロットのほうが<CD>きっと ウケがいいはずよん<CF><D1><@LL,00,06>オ オカマの メダロット...?<CF><D1><@RL,44,00>そう メダロットの<CD>男っぽさ 女っぽさは<CF><D1>メダルによって 左右されるわ<CD>そして 外貝は とうぜんパ-ツ<CF><D1>つまリ 男っぽいメダルに<CD>女型ティンペット っていうのが<CF><D1>オカマっぽい メダロットなのよ♥<CF><D1><@LL,00,07>オカマっぽい!?<CF><D1><@RL,44,00>あとは 自分で考えるのね<CD>それじゃ またねん♥",
027,0x298036,"<@RL,44,00>そうそう 「ミスコン」は<CD>かならずしも じゅんせいパ-ツが<CF><D1>つよいとは かぎらないわん<CD>色んな パ-ツをためしてみるのね♥",
028,0x298038,"<@LL,00,07>しんせつだけど 変な人だ...",
029,0x29803a,"<@LL,00,00>う𝅅ん すごいテンションだ...",
030,0x29803c,"<@RL,44,00>どうしたの? ミスコンで<CD>わからないことでも あるのかしら?<CF><D1>「ミスコン」の しんさいんちょうの<CD>ビショウネンは オカマだから<CF><D1>男っぽいせいかくのメダルに<CD>女型パ-ツっていうのが<CF><D1>ウケが いいみたいよぉ<CF><D1>ハデずきだから パ-ツも<CD>バラバラなほうが いいかもね♥<CF><D1>じゃ あとは自分で 考えなさぁい",
