Index[#version],Pointer[#version|],Original,Translated
000,0x270000,"<@RL,01,04>それじゃ コウジくんには<CD>外で まっててもらいましょ<CF><D1><@LL,00,00>そうだね",
001,0x270002,"<@LL,00,06>なんだか この店...おかしい<CF><D1><@RL,01,05>みょうな ふんいきね...",
002,0x270004,"<@RL,29,01>まあ かわいい おきゃくさんね<CD>いらっしゃ~い♥",
003,0x270006,"<@RL,29,01>ヒカリちゃ~ん ごあんないしてェ<CF><D1><@RL,1C,00>は~い♪",
004,0x270008,"<@LL,00,07>ヒ...ヒカルさんっ!?",
005,0x27000a,"<@RL,01,05>は? 何言ってるのよ ヒカルさんが<CD>こんなとこに いるわけ...",
006,0x27000c,"<@RL,01,07>な 何やってんの?<CD>こんな所で そんなカッコして!<CF><D1>それって セ-ラ-ふく じゃない!<CD>まさか! キララさんの!?",
007,0x27000e,"<@RL,0C,01>わ...わたしはヒカリよぉ♥<CF><D1><@RL,29,01>ヒカリちゃ~ん<CD>3番テ-ブルに ごあんないしてぇ<CF><D1><@RL,0C,01>は は~い!<CD>じゃあ こちらにどうぞぉ♥",
008,0x270010,"<@RL,29,01>それじゃ ごゆっくリ~♥",
009,0x270012,"<@LL,00,00>え~と メニュ-は...<CF><D1><@RL,01,04>きめた! あたし「イチゴの<CD>スペシャルム-スパフェ」にする<CF><D1><&BUF03>は?<CF><D1><@LL,00,00>気になる...<CF><D1>この「ウサオちゃんスペシャル」<CD>ってパフェ...<CF><D1><@RL,01,04>じゃ それできまリね!<CD>ヒカルさん よろしく",
010,0x270014,"<@RL,0C,01>や やだわ おきゃくさん<CD>わたしは ヒカリで~す!",
011,0x270016,"<@LL,00,05>ヒカルさん<CD>あんなシュミが あったんだ...<CF><D1><@RL,01,05>シュミでやってるなら もんだいよね<CD>かなリ にあってるし でも...<CF><D1><@LL,00,00>でも?<CF><D1><@RL,01,04>あんたの方が かわいいから<CD>じしんを 持ちなさい♪<CF><D1><@LL,00,08>うれしくないよぉ...",
012,0x270018,"<@RL,29,01>はい ど~ぞ♥<CF><D1><@RL,01,01>わ~ おいしそ~!<CF><D1><@LL,00,07>こ これは...っ<CF><D1><@RL,29,01>うふ♥ かわいいボ-ヤには<CD>とくベつ さ.あ.び.す♥<CF><D1>アンコと プリンと チョコと<CD>キャラメルと バナナと キムチの<CF><D1>た~っぷリ つまった あまからい<CD>はつこいのあじ♥ めしあがって♥<CF><D1><@RL,01,05>キムチ...?<CF><D1><@LL,00,07>はっ はつこいの あじか...<CD>きょうみある-っ!!<*05>",
013,0x27001a,"<@LL,00,01>い いただきま-す!",
014,0x27001c,"<@RL,01,00>ところで どうしてマスタ-みずから<CD>はこんで 来てくれたんですか?<CF><D1><@RL,01,05>それに このお店 男の人ばっかしだし",
015,0x27001e,"<@LL,00,05>う...この あま~い あじに<CD>ピリリと キムチが きいて...",
016,0x270020,"<@RL,29,01>さいきん 女が つよすぎるでしょお?<CD>だから こういうのも いいと思って<CF><D1>...あ アタシのことは<CD>ユキエって よんでネ♥<CF><D1><@RL,01,04>..........",
017,0x270022,"<@LL,00,06>かくしあじの キムチが パフェの<CD>あまさを 引き立てて...",
018,0x270024,"<@RL,29,01>ねえ ぼく",
