Index[#version],Pointer[#version|],Original,Translated
000,0x268000,"<@RL,13,01>その子なら われわれの<CD>アジトに いるロボよ<CF><D1><@LL,00,00>やっぱリ...<CF><D1><@RL,03,04>さぁ~ あんないしてもらおうか?<CF><D1><@RL,13,00>ロ...ロボッ?",
001,0x268002,"<@LL,00,02>アリカに 何か あったら<CD>ゆるさないぞ!",
002,0x268004,"<@RL,13,04>そ その シンパイは む...<CF><D1><@RL,03,02>その シンパイは ムダだと!?<CD>いそぐぞ <&BUF03>!!<CF><D1><@LL,00,02>うん アリカを たすけに行こう!",
003,0x268006,"<@RL,13,01>それじゃ おれは<CD>かえらせてもらうロボ<CF><D1><@RL,03,03>にがすかッ!!",
004,0x268008,"<@RL,13,04>ロボ----!?",
005,0x26800a,"<@LL,00,07>あ ロボロボが メダロッチに!!",
006,0x26800c,"<@LL,00,00>............<CF><D1><@RL,03,00>............",
007,0x26800e,"<@LL,00,05>ま いっか ロボロボだし<CF><D1><@RL,03,05>そうだな ロボロボだし",
008,0x268010,"<@RL,03,03>お前たちの<CD>アジトは どこだ!",
009,0x268012,"<@RL,13,03>う 上のはしを わたるロボ...<CF><D1><@LL,00,06>声も 聞こえるんだ...<CD>ま ロボロボだし",
010,0x268014,"<@RL,13,03>次は 右の方にある はしを<CD>わたるロボよ",
011,0x268016,"<@RL,13,03>もう少し 右に 行ったら<CD>アジトが あるロボよ",
012,0x268018,"<@RL,13,03>もう少し 上に 行ったら<CD>アジトが あるロボよ",
013,0x26801a,"<@RL,13,03>もう少し 上に 行ったら<CD>アジトが あるロボよ",
014,0x26801c,"<@RL,13,00>この中ロボ<CF><D1><@LL,00,02>ここか!<CF><D1><@RL,03,03>よし 行くぞ!",
015,0x26801e,"<@RL,01,02>きゃ~~~~~~~!!<CF><D1><@LL,00,07>アリカの 声だ!<CF><D1><@RL,03,03>いそごう!",
016,0x268020,"<@RL,01,02>ちょっとぉ! こんなあつい お茶が<CD>のめるわけ ないじゃない!<CF><D1>何 考えてんのよ!<CF><D1><@RL,13,03>ごめんなさいロボ-っ",
017,0x268022,"<@LL,00,05>...え?",
018,0x268024,"<@RL,01,02>それよリ おかしは まだ!?",
019,0x268026,"<@RL,13,03>そんなの ないロボよ...",
020,0x268028,"<@RL,03,05>たすけ...<CD>いらなかったんじゃね-のか?<CF><D1><@LL,00,05>は...ははははは...",
021,0x26802a,"<@RL,13,00>だから 言おうと したロボよ<CF><D1>「その シンパイは むようロボ」<CD>って...",
022,0x26802c,"<@LL,00,05>ゴ...ゴメン...",
023,0x26802e,"<@RL,01,07>あ! <&BUF03>!<CD>コウジくん!<CF><D1><@RL,01,06>おそかったじゃない<CD>まちくたびれたわよ!",
024,0x268030,"<@LL,00,05>これなら いつでも<CD>にげ出せたんじゃない?<CF><D1>じぶんで にげ出してくれば<CD>よかったじゃないか...<CF><D1><@RL,01,00>にげる?<CD>だれが?<CF><D1>あたしは こいつらを おって<CD>ここまで 来たのよ",
025,0x268032,"<@LL,00,07>え! と言うことは...",
