Index[#version],Pointer[#version|],Original,Translated
000,0x3e64c8,<SFF>キャラのはいちをしてください!<*02>,
001,0x3e64ca,<SFF>ぜん方4ラインまでの<CD>ぜんれつの てきに攻撃<*02>,
002,0x3e64cc,<SFF>してい3かしょに攻撃<*02>,
003,0x3e64ce,<SFF>どうじく上に攻撃<*02>,
004,0x3e64d0,<SFF>同ライン上に攻撃<*02>,
005,0x3e64d2,<SFF>してい1か所と<CD>リんせつする 4か所に攻撃<*02>,
006,0x3e64d4,<SFF>してい1か所と しゅうい8か所に攻撃<CD>かいじょけいを むしする<*02>,
007,0x3e64d6,<SFF>ぜんぽう3ラインの ぜんれつに<CD>攻撃 つぎ1/3で 攻撃しっぱい<*02>,
008,0x3e64d8,<SFF>ぜんぽう3ラインの ぜんれつに<CD>攻撃 つぎのタ-ン いどうできない<*02>,
009,0x3e64da,<SFF>ぜんぽう3ラインの ぜんれつに<CD>攻撃 毎タ-ン 2ダメ-ジ<*02>,
010,0x3e64dc,<SFF>ぜんぽう2ラインの ぜんれつに<CD>攻撃 つぎのタ-ン 行動できない<*02>,
011,0x3e64de,<SFF>ぜんぽう4ラインの ぜんれつに攻撃<CD>せっちを むしする<*02>,
012,0x3e64e0,<SFF>しゅうい 8か所の<CD>みかたメダロットを えんごする<*02>,
013,0x3e64e2,<SFF>どうじく上と<CD>上下1ラインを さくてきする<*02>,
014,0x3e64e4,<SFF>自分を いんペいする<CD>さくてきで はっけんされない<*02>,
015,0x3e64e6,<SFF>かくとう攻撃してきた メダロットに<CD>先に 10ダメ-ジあたえる<*02>,
016,0x3e64e8,<SFF>リんせつする4か所の メダロットを<CD>かいふく または 症状かいじょ<*02>,
017,0x3e64ea,<SFF>自分にたいする しゃげき攻撃の<CD>ダメ-ジを 1にさげる<*02>,
018,0x3e64ec,<SFF>つぎのじゅんばんの みかたが<CD>2回れんぞく 攻撃できる<*02>,
019,0x3e64ee,<SFF>どうじく上と 上下1ラインのてきが<CD>ぜんタ-ンにつかった 行動は使えない<*02>,
020,0x3e64f0,<SFF>リんせつする4か所に いどうできる<CD>みかたがいれば いれかわる<*02>,
021,0x3e64f2,みかたの攻撃<S3C><*04>,
022,0x3e64f4,てきの攻撃<S3C><*04>,
023,0x3e64f6,てきは こそこそしている<S3C><*04>,
024,0x3e64f8,<&BUF0D>に <&BUF0E>ダメ-ジ<S3C><*04>,
025,0x3e64fa,てきメダロットに <&BUF0E>ダメ-ジ<S3C><*04>,
026,0x3e64fc,<&BUF0D>は せっちしていた<S3C><*04>,
027,0x3e64fe,てきメダロットは せっちしていた<S3C><*04>,
028,0x3e6500,<&BUF0D>は ぼうぎょしていた<S3C><*04>,
029,0x3e6502,てきメダロットは ぼうぎょしていた<S3C><*04>,
030,0x3e6504,<&BUF0D>は <&BUF0E>にかかった<S3C><*04>,
031,0x3e6506,メダロットは <&BUF0E>にかかった<S3C><*04>,
032,0x3e6508,このはんいに<CD>メダロットは いない<S3C><*04>,
033,0x3e650a,攻撃が めいちゅうした<S3C><*04>,
034,0x3e650c,トラップが せっちされていた!<S3C><*04>,
035,0x3e650e,メダロットは<CD>とくしゅかくとうの ダメ-ジをうけた<S3C><*04>,
036,0x3e6510,メダロットのきのうは ていしした<S3C><*04>,
037,0x3e6512,メダロットは なかまをぼうぎょした<S3C><*04>,
038,0x3e6514,メダロットは<CD>攻撃を かいじょした<S3C><*04>,
039,0x3e6516,メダロットは<CD>とくしゅしゃげきの ダメ-ジをうけた<S3C><*04>,
040,0x3e6518,メダロットは さくてきをはじめた<S3C><*04>,
041,0x3e651a,はんい内の メダロットは<CD>ぼうがいの症状に かかった<S3C><*04>,
042,0x3e651c,はんい内の<CD>メダロットは さくてきされる<S3C><*04>,
043,0x3e651e,<&BUF0D>は<CD><&BUF0E>ダメ-ジかいふく<S3C><*04>,
044,0x3e6520,すベてのみかたが きのうていしした!<*02>,
045,0x3e6522,すベてのてきを きのうていしさせた!<*02>,
046,0x3e6524,カン!カン!カン! ロボトルエンド!<CD>さあ これで 時間切れです!<CF>はんていのけっかを 貝てみましょう!<CD>はんていのけっか!<CF>てきチ-ムの 勝利です!<S3C><*04>,
047,0x3e6528,カン!カン!カン! ロボトルエンド!<CD>さあ これで 時間切れです!<CF>はんていのけっかを 貝てみましょう!<CD>はんていのけっか!<CF>みかたチ-ムの 勝利です!<S3C><*04>,
048,0x3e652a,メダロットは ヘんどうの症状に<CD>よって 行動をしっぱいした!<S3C><*04>,
049,0x3e652c,ふぅ あぶないところだった<*02>,
050,0x3e652e,やった- こんなもんかな<*02>,
051,0x3e6530,やった- らくしょう らくしょう<*02>,
052,0x3e6532,あともう少しだったのに...<*02>,
053,0x3e6534,こんどこそ かつぞ!<*02>,
054,0x3e6536,ぜんぜんだめだぁ...<*02>,
055,0x3e6538,メダロットは<CD>けいぞくの ダメ-ジをうけた!<S3C><*04>,
056,0x3e653a,せんとうかいし!<S3C><*04>,
057,0x3e653c,これいじょう かいふくできない!<S3C><*04>,
058,0x3e653e,ダ-クロボトルが おわリました<CD>つうしんをきリます!<SC8><*04>,
059,0x3e6540,<FINAL>,
060,0x3e6526,@0x3e6524,@0x3e6524
061,0x3e6542,@0x3e6540,@0x3e6540
062,0x3e6544,@0x3e6540,@0x3e6540
063,0x3e6546,@0x3e6540,@0x3e6540
