Index[#version],Pointer[#version|],Original,Translated
000,0x1edffc,パ-フェクトとは おそれいったわい<S3C><*04>,
001,0x1edffe,とくベつボ-ナスとして これをやろう<S3C><*04>,
002,0x1ee000,「<&BUF09>」じゃ<S3C><*04>,
003,0x1ee002,さすがじゃな<S3C><*04>,
004,0x1ee004,とくベつボ-ナスとして これをやろう<S3C><*04>,
005,0x1ee006,「<&BUF09>」じゃ<S3C><*04>,
006,0x1ee008,「<&BUF0A>」じゃ<S3C><*04>,
007,0x1ee00a,「<&BUF0B>」じゃ<S3C><*04>,
008,0x1ee00c,「<&BUF0C>」じゃ<S3C><*04>,
009,0x1ee00e,さすがは <&BUF03>じゃ<S3C><*04>,
010,0x1ee010,しかし こうとくてんには およばんの<S3C><*04>,
011,0x1ee012,また ちょうせんしてくるが いいぞ<S78><*04>,
012,0x1ee014,<*04>,
013,0x1ee016,なんじゃ なんじゃ なさけないのう<S3C><*04>,
014,0x1ee018,う-む もうちょっと<S3C><*04>,
015,0x1ee01a,がんばってもらわんとなぁ<S3C><*04>,
016,0x1ee01c,お前さんの じつリょくは<S3C><*04>,
017,0x1ee01e,こんなもんじゃ なかろう<S3C><*04>,
018,0x1ee020,まぁ こんなとこかの<S3C><*04>,
019,0x1ee022,ほうほう! お前さん<S3C><*04>,
020,0x1ee024,なかなか ベんきょうしとるのう<S3C><*04>,
021,0x1ee026,ここまで 分かるとは<S3C><*04>,
022,0x1ee028,すごいのう!<S3C><*04>,
023,0x1ee02a,なんと! しんじられん! お前さん<S3C><*04>,
024,0x1ee02c,わしよリ「メダロットはかせ」じゃな<S3C><*04>,
