Index[#version],Pointer[#version|],Original,Translated
000,0x2f4000,"<@RL,4A,01>わからないことは<CD>たまを先生に 聞くだぜェ!<CF><D1><@LL,00,04>ぼくは この学校に くわしくないから<CD>それが 1番かもね<CF><D1>たまを先生は まだ リバティ-ズの<CD>アジトに いるかな?<CF><D1><@LL,00,05>あ でも きゅうこうしゃの 外ヘは<CD>行けないんだった...<CF><D1><@RL,4C,02>なぜでやんすか!?<CF><D1><@LL,00,05>しんえいたいが 入リ口を<CD>かためてるんだよ<CF><D1><@RL,4D,00>チッ あのれんちゅうか...<CF><D1><@RL,4B,02>ほかに 道は ないでクマ?<CF><D1><@LL,00,05>ないみたい...",
001,0x2f4002,"<@RL,1C,00>フッフッフッ こまってるようでちゅね<CF><D1><@LL,00,07>校長先生!?",
002,0x2f4004,"<@RL,4D,03>校長だと!?",
003,0x2f4006,"<@RL,4C,02>どこから 声を 出してるでやんすか?",
004,0x2f4008,"<@RL,4A,03>ぶちょ-の 下だぜェ!<CF><D1><@RL,4D,03>下? つくえの中か!?",
005,0x2f400a,"<@RL,4D,00>あった トランシ-バ-だ!<CF><D1><@RL,4C,02>いつのまに そんなものを...<CF><D1><@RL,1C,00>こんなことも あろうかと<CD>前もって よういしてたでちゅよ<CF><D1><@LL,00,05>こんなことって<CD>何を 考えてたんだろう?",
006,0x2f400c,"<@RL,1C,00>コホン それはともかくでちゅ<CD>きゅうこうしゃから<CF><D1>外に 出る しゅだんでちゅが<CD>じつは ぬけ道が あるでちゅよ<CF><D1><@LL,00,07>本当ですか!?<CF><D1><@RL,1C,00>くわしい場所は おぼえてないでちゅが<CF><D1>1Fの 左がわの カベだったと<CD>きおく してるでちゅ<CF><D1><@LL,00,04>1Fの 左がわですね<CF><D1><@RL,1C,00>それでは けんとうを いのるでちゅ",
007,0x2f400e,"<@RL,4D,00>とにかく いそいでくれ<CD>町の方は るリよたちの おかげで<CF><D1>コクエンのしはいを まぬがれてるが<CD>そう 長くは もちそうにねぇ<CF><D1><@LL,00,05>るリよ?",
008,0x2f4010,"<@RL,4C,00>ひとつばし るリよ<CD>女メダの 元部長でやんすよ<CF><D1><@RL,4B,00>女メダと そのそつぎょうせいを<CD>ひきいて 町を まもってるでクマ<CF><D1><@RL,4A,01>すっごく こわいんだぜェ!<CF><D1><@LL,00,04>みんな がんばってるんだなぁ<CD>ぼくも がんばらないと<CF><D1><@RL,4D,00>何にせよ たのんだぜ<CF><D1>まぁ オレは あいつが どうなろうと<CD>知ったことじゃ ねぇんだけどよ",
009,0x2f4012,"<@RL,4C,00>すなおじゃ ないでやんすねぇ<CF><D1><@RL,4B,00>ずっと しんぱいしてるクマ<CF><D1><@RL,4D,02>何か 言ったか?",
010,0x2f4014,"<@RL,4C,00>何にも 言ってないでやんす...<CF><D1><@RL,4B,02>言ってないクマ...<CF><D1><@LL,00,05>やれやれ...",
011,0x2f4016,"<@LL,00,05>校長先生の 話に よれば<CD>このあたリの はずなんだけど...",
012,0x2f4018,"<@LL,00,01>あった! ぬけ道だ!",
013,0x2f401a,"<@LL,00,00>外に 出ようか?<*04>",
014,0x2f401c,"<@LL,00,00>ここに ぬけ道が あるって<CD>しっかリ おぼえておかないと...",
