Index[#version],Pointer[#version|],Original,Translated
000,0x2ec000,"<@RL,2A,00>メイド少女 いいよね<CF><D1><@RL,40,00>ガ-ルフレンドに するなら<CD>あんなコ だよね<CF><D1><@RL,2A,00>でも メイド少女には ともに<CD>たたかう パ-トナ-が いるらしい<CF><D1><@RL,40,00>ぐっ...男のカゲが...<CF><D1><@RL,2A,00>いや それが 女の子らしい<CF><D1><@RL,40,00>.........<CF><D1><@RL,2A,00>.........<CF><D1><@RL,40,00>まぁ しゅみは ひとそれぞれだし<CF><D1><@RL,2A,00>そうだね",
001,0x2ec002,"<@RL,35,00>そこの 2人さ<CD>入学した時からの コンビなのよ",
002,0x2ec004,"<@RL,35,00>...じつは あたしも あいつらとは<CD>クサレえん なんだけどね<CF><D1>みとめたくないと 言うか<CD>なんと 言うか...",
003,0x2ec006,"<@RL,35,00>はじることは ないわ!<CF><D1>自分の 気持ちに しょうじきに<CD>なれば いいのよ!",
004,0x2ec008,"<@RL,35,00>あの2人...<CD>何 バカなこと 言ってるんだか",
005,0x2ec00a,"<@RL,35,00>うちの たんにんの 先生<CF><D1>さいきん じゅぎょうにすら<CD>出てこないのよ!<CF><D1>これって しょくむたいまんよね!",
006,0x2ec00c,"<@RL,35,00>先生 そんなに コクエンが<CD>こわいのかしら?",
007,0x2ec00e,"<@RL,35,00>メイドすがたの ジャンヌ.ダルク!<CF><D1>おねがい コクエンの つぎは<CD>うちの たんにんを やっつけて!",
008,0x2ec010,"<@RL,35,00>コクエンのしはいが おわっても<CD>先生は あらわれない...",
009,0x2ec012,"<@RL,2A,00>あの たんにん じゅぎょうに<CD>出てきても ざっしとか よんでて<CF><D1>しごと しないからなぁ...<CD>いても いなくても いっしょかも?",
010,0x2ec014,"<@RL,2A,00>そういや あの たんにん<CD>学校に 来ているのかな?<CF><D1>さいきん みかけないけど...",
011,0x2ec016,"<@RL,2A,00>メイドすがたの ジャンヌ.ダルク<CF><D1>となリの子の 言うことは<CD>気にしないで いいからね",
012,0x2ec018,"<@RL,2A,00>あの たんにん 聞いた話によると<CF><D1>今 いなかに かえって<CD>はたけ たがやしてる らしいよ",
013,0x2ec01a,"<@RL,2A,00>なんだ あんたらは?<CD>貝かけない かおだな...",
014,0x2ec01c,"<@RL,2A,00>コクエンめ おれたち リバティ-ズの<CD>力を 思いしらせてやる!",
015,0x2ec01e,"<@RL,2A,00>メイドすがたの ジャンヌ.ダルクか<CF><D1>ウワサの通リ いや それいじょうに<CD>うつくしい...",
016,0x2ec020,"<@RL,2A,00>おれたちだけで カメヤマを<CD>すくえなかったのは ザンネンだけど<CF><D1>ヘいわになって よかったよ",
017,0x2ec022,"<@RL,2A,00>ん? てんこうせい か?",
018,0x2ec024,"<@RL,2A,00>リ-ダ-が 来てくれれば<CD>コクエンなんて おそれることはない",
019,0x2ec026,"<@RL,2A,00>メイドすがたの ジャンヌ.ダルク<CF><D1>コクエンを みリょうしたと言うのも<CD>あながち ウソでは なさそうだな",
