Index[#version],Pointer[#version|],Original,Translated
000,0x260000,"<@LL,00,00>「メダマスタ-」か...<CF><D1>「週刊メダロット」で やってたな<CD>メダロット社が メダロットの<CF><D1>いくせいじょうきょうを けんさして<CD>すぐれた メダロッタ-たちに<CF><D1>しょうごうを あたえるっていう<CD>システムを 作ったって...","<@LL,00,00>The <f02>Medamaster<f00>...<CF><D1>They talked about it in <f02>Weekly Medarot<f00>. The Medarot Company created a system to evaluate the training of medarots and grant titles to outstanding medarotters..."
001,0x260002,"<@LL,00,05>今の ぼくって...<CF><D1>メダロットのこと 本当は どこまで<CD>分かってるのかな?<CF><D1>本当の 本当に 分かってるって<CD>言えるのかな?","<@LL,00,05>The me right now...<CF><D1>How much do I really understand about medarots?<CF><D1>Can I really, truly say I understand them?"
002,0x260004,"<@RL,01,01>ニュ-ス ニュ-ス!<CF><D1>やめちゃった先生のかわリの<CD>新しい先生 もう来たんだって!","<@RL,01,01>A scoop, I've got a scoop!<CF><D1>They've already got a new teacher to replace the one who quit!"
003,0x260006,"<@LL,00,04>ヘ~ そうなんだ!<CF><D1>前の先生も いい人だったけど<CD>こんどは 男の先生? 女の先生?<CF><D1><@RL,01,04>女の先生だって!","<@LL,00,04>Heeeh, really?<CF><D1>The last teacher was good person. Is this one a man or a woman?<CF><D1><@RL,01,04>The teacher is a woman!"
004,0x260008,"<@LL,00,04>女の先生かぁ...<CD>やさしい先生だったら いいな","<@LL,00,04>A woman teacher...<D3>I hope that she's nice."
005,0x26000a,"<@RL,2C,00>え- 本日よリ 前の先生にかわって<CD>このクラスの たんにんを<CF><D1>することになった ヤミクモ先生だ","<@RL,2C,00>Ehem, starting today, this person will be taking over as the homeroom teacher for this class in place of the previous one. She is Ms. Yamikumo."
006,0x26000c,"<@RL,2C,00>先生 じこしょうかいを<CD>おねがいします","<@RL,2C,00>Please introduce yourself, Ms. Yamikumo."
007,0x26000e,"<@RL,22,00>わたしの 名前は ヤミクモ リュウコ<CD>よろしくね みんな<CF><D1><@RL,2C,00>では みなさん<CD>先生の言うことを よく聞くように","<@RL,22,00>My name is Ryuko Yamikumo. It is nice to meet all off you.<CF><D1><@RL,2C,00>Well then, everyone, please listen to your teacher."
008,0x260010,"<@RL,22,00>では しゅっけつを とリます<CD>クロウマくん<CF><D1><@RL,2A,00>はい","<@RL,22,00>Now then, I'll be taking attendance. Mr. Kuroma?<CF><D1><@RL,2A,00>Here."
009,0x260012,"<@LL,00,07>ヘ~ びじんの先生だな<CF><D1><@RL,01,05>でもちょっと こわそう<CF><D1><@RL,22,01>そこの きみっ!","<@LL,00,07>Heh, the teacher is pretty.<CF><D1><@RL,01,05>But she's a bit scary.<CF><D1><@RL,22,01>You over there!"
