Index[#version],Pointer[#version|],Original,Translated
000,0x2a0000,"<@RL,22,00>明日 リんかい学校が あるわね<CD>場所は ウミネコかいがんよ",
001,0x2a0002,"<@RL,01,01>ウミネコかいがんって 言えばさ<CD>ゆうめいな リゾ-ト地よね!<CF><D1>夏! 海! ウミネコかいがん!<CD>...みたいな<CF><D1><@LL,00,01>いっぱい およぐぞ-っ!",
002,0x2a0004,"<@LL,00,06>(...と 天王のこと わすれちゃ<CD>いけないんだった!)",
003,0x2a0006,"<@RL,22,00>そこ おちつきなさい<CF><D1><@LL,00,03>は-い<CF><D1><@RL,01,05>バカ はしゃぎすぎよ!",
004,0x2a0008,"<@RL,22,00>ウミネコかいがんでは<CD>「トライアスロン大会」が あるの<CF><D1>みんなには それに<CD>さんかして もらうわ<CF><D1><@LL,00,00>トライアスロン?<CF><D1><@RL,01,00>...たしか いろんな スポ-ツを<CD>きそい合う きょうぎじゃなかった?<CF><D1><@RL,22,00>「トライアスロン大会」と 言っても<CD>じっさいに きょうぎするのは<CF><D1>人間ではなく メダロットよ<CD>でも もちろん メダロッタ-も<CF><D1>いなければ 話にならないわ<CD>どのような きょうぎで あっても<CF><D1>メダロットと そのマスタ-である<CD>メダロッタ-は<CF><D1>いっしんどうたい なのだから<CF><D1><@LL,00,04>(メダロットと メダロッタ-は<CD>いっしんどうたいか<CF><D1>...先生 いいこと言うなぁ)<CF><D1><@RL,22,00>...と いうわけだから さっそく<CD>とっくんよ!<CF><D1>分かってるとは 思うけど はずかしい<CD>せいせきを とって たんにんである<CF><D1>わたしに はじを かかせないで<CD>もらいたいわ<CF><D1><@LL,00,08>(しくしく...)<CF><D1><@RL,22,00>じょうい にゅうしょう者には<CD>しゅさいの リュウトウ学園から<CF><D1>しんぜんじあいの しょうたいを<CD>うけることになるわ",
005,0x2a000a,"<@LL,00,07>リュウトウ学園!!",
006,0x2a000c,"<@RL,01,04>(シュリの 言ってた 学園ね<CD>...これは 何としてでも<CF><D1>じょうい にゅうしょう<CD>するっきゃないってことよ)",
007,0x2a000e,"<@LL,00,00>(う うん)<CF><D1><@RL,22,00>では はじめるわ まずは<CD>メダスピ-ドキングからよ",
008,0x2a0010,"<@LL,00,06>早く みんなの所に 行かなきゃ!",
009,0x2a0012,"<@LL,00,06>次の れんしゅう場は<CD>ここじゃないぞ!",
010,0x2a0014,"<@LL,00,06>次の れんしゅう場は<CD>ここじゃないぞ!",
011,0x2a0016,"<@RL,01,04>次! <&BUF03>の 番よ!<CD>がんばって!",
012,0x2a0018,"<@RL,2A,00>リュウコ先生って ちょっと<CD>キビシすぎるよなぁ",
013,0x2a001a,"<@RL,2A,00>おれは やっぱリ ロボトルの方が<CD>すきだなぁ",
014,0x2a001c,"<@RL,35,00>もう みんな おわっちゃったわよ<CD>早く やってよ テンリョウくん",
015,0x2a001e,"<@RL,35,00>まだまだなのよね...",
016,0x2a0020,"<@RL,22,02>なあに? にげようったって ムダよ<CD>テンリョウくん<CF><D1><@LL,00,08>先生.........",
017,0x2a0022,"<@LL,00,01>やった!<CF><D1><@RL,22,02>まあまあね<CF><D1><@LL,00,08>.........",
018,0x2a0024,"<@LL,00,03>ダメだった...<CF><D1><@RL,22,00>たるんでるわね<CF><D1><@LL,00,08>.........",
019,0x2a0026,"<@RL,22,00>みんな おわったなら<CD>次の れんしゅう場ヘ 行くわよ<CF><D1>次は メダロ-ドレ-スよ",
020,0x2a0028,"<@RL,01,04>よぉし! さっさと<CD>おわらせちゃうんだから!",
021,0x2a002a,"<@RL,35,00>そうね...くるしみは<CD>早く おわらせた方が いいわ...",
022,0x2a002c,"<@RL,2A,00>ああ...今日中に あと いくつ<CD>やるんだろう?<CF><D1><@RL,35,00>さ-ね-?",
023,0x2a002e,"<@LL,00,00>みんな 早いなぁ",
024,0x2a0030,"<@LL,00,00>次は メダロ-ドレ-スだったな<CD>下ヘ 行くと れんしゅう場だ",
025,0x2a0032,"<@LL,00,00>次の れんしゅう場は<CD>こっちじゃないよ",
026,0x2a0034,"<@RL,2A,00>ぶつからないように すすむのが<CD>むずかし-んだよな-",
027,0x2a0036,"<@RL,2A,00>おれ メダロ-ドは けっこう<CD>すきなんだ!...ヘタだけど",
028,0x2a0038,"<@RL,35,00>あ-あ わたしって どうして<CD>こうなんだろ...",
029,0x2a003a,"<@RL,35,00>あれ? テンリョウくん<CD>まだなんだ!",
030,0x2a003c,"<@RL,01,04>ほら ほら!<CD>早く 早く!",
031,0x2a003e,"<@RL,22,00>何を やってるの?<CD>早く しなさい",
032,0x2a0040,"<@LL,00,05>ふう 手ごわかった",
033,0x2a0042,"<@LL,00,08>うううう...",
034,0x2a0044,"<@RL,22,00>じゃあ 次 行くわよ<CD>次は メダバ-ドれんしゅう場に<CF><D1>あつまって",
035,0x2a0046,"<@RL,01,04><&BUF03>! 行くわよ!",
036,0x2a0048,"<@LL,00,00>ぼくも 行こう<CD>メダバ-ドれんしゅう場は<CF><D1>ここを 出て 左だ",
037,0x2a004a,"<@LL,00,07>あっ! メダロット3体<CD>くんでないや!",
038,0x2a004c,"<@RL,22,00>次は テンリョウくんよ<CD>じゅんびが できたら<CF><D1>ステ-ジに 上がリなさい",
039,0x2a004e,"<@RL,01,01>がんばれ-っ!",
040,0x2a0050,"<@RL,35,00>も-! 何 やってんのよ-っ!",
041,0x2a0052,"<@RL,2A,00>つめが あまいぞ-ぅ!",
042,0x2a0054,"<@LL,00,00>次はメダバ-ドか...<CF><D1><@LL,00,07>あっ! そういえば ぼく<CD>メダロット3体 租んでないや!",
043,0x2a0056,"<@RL,35,00>あっ もうちょっと!<CD>もうちょっと!...おし-い!",
044,0x2a0058,"<@LL,00,00>あの-...",
045,0x2a005a,"<@RL,35,00>あれっ テンリョウくん いたんだ<CD>通してあげるから そこ どいて<CF><D1><@LL,00,00>う うん",
046,0x2a005c,"<@RL,01,00>何 やってんの! <&BUF03>!<CD>あんたでしょ! 早く!",
047,0x2a005e,"<@LL,00,07>あ! そっか",
048,0x2a0060,"<@LL,00,00>よし! やるぞ!",
049,0x2a0062,"<@RL,01,01>やっるぅ! <&BUF03>!",
050,0x2a0064,"<@RL,35,00>やるじゃない テンリョウくん!",
051,0x2a0066,"<@LL,00,01>いっや- そ-かな-?",
052,0x2a0068,"<@RL,22,00>すぐ ちょうしに のらない!<CF><D1><@LL,00,08>はぁい...<CF><D1><@RL,22,02>でも ま よくやった方じゃない?",
053,0x2a006a,"<@LL,00,07>えっ...ええっ!?<CD>(もしかして ほめられたっ!?)",
054,0x2a006c,"<@RL,01,05>も-! 貝てらんないわよ<CD>そんなんで ホントに<CF><D1>だいじょうぶなわけ?<CF><D1><@RL,35,00>テンリョウくん かっこわる-い!<CF><D1><@RL,22,03>まったく 先が 思いやられるわね!<CF><D1>このあと いのこって<CD>1人で じしゅうしてなさい!<CF><D1><@LL,00,08>しくしく...",
055,0x2a006e,"<@RL,22,00>それじゃあ みんな<CD>わたしに ついて来て!",
056,0x2a0070,"<@RL,22,00>今日の じゅぎょうは ここまで<CD>みんな 明日は おくれないように<CF><D1>...何か しつもんは?",
057,0x2a0072,"<@RL,2A,00>先生! バナナは<CD>おやつに 入るんですか?<CF><D1><@RL,22,00>バナナは くだものよ<CD>はい 次!<CF><D1><@RL,35,00>かわいいみずぎを<CD>きるのは なしですか?<CF><D1><@RL,22,00>みずぎは スク-ルみずぎよ<CD>はい 次!",
058,0x2a0074,"<@RL,01,01>大会中の さつえいは あリですか?<CF><D1><@RL,22,00>自分の出番で なければね<CD>はい 次!<CF><D1><@LL,00,01>海の家には カツカレ-うどん<CD>ていしょくは あリますか?",
059,0x2a0076,"<@LL,00,01>あれ? あれ?",
060,0x2a0078,"<@RL,35,00>何 言ってんの? テンリョウくん",
061,0x2a007a,"<@RL,01,05>...そのネタ だれが 分かるの?<CF><D1><@LL,00,05>う...",
062,0x2a007c,"<@RL,22,03>.........かいさん",
063,0x2a007e,"<@RL,01,04>ねっ <&BUF03><CD>かえる前にさ ちょっと<CF><D1>メダロット社に 行ってみない?",
