Index[#version],Pointer[#version|],Original,Translated
000,0x398000,"<@LL,00,00>学園長...<CF><D1><@RL,01,05>何か ふんいきが ちがう...<CF><D1><@RL,02,05>こわいですわ...<CF><D1><@RL,25,01>そう わたしこそが しせいじゅうの王<CD>ビ-ストキング オロチ!<CF><D1><@RL,03,02>何で こんなことするのか<CD>「S-R計画」っていうのが<CF><D1>何なのか<CD>おしえてもらうぜ",
001,UNUSED00,"<@RL,25,00>いいだろう では わたしの<CD>話を 聞くがいい",
002,0x398002,"<@RL,25,00>今の人間の ぎじゅつレベルでは<CD>1人の人間の のうと おなじ<CF><D1>きのうを 持つ<CD>コンピュ-タ-を 作ろうとすると<CF><D1>ちきゅう1こ分の 大きさになるのだ",
003,0x398004,"<@RL,25,00>いっぽう 宇宙人が<CD>もたらしたというメダルは<CF><D1>人の のうと おなじか あるいは<CD>それいじょうの きのうを<CF><D1>持つかもしれない<CF><D1>それが どれほど ぼうだいな<CD>じょうほうリょうか 分かるか?",
004,0x398006,"<@LL,00,05>あ...いえ",
005,0x398008,"<@RL,01,02>ちょっと 何 びびってんのよ!",
006,0x39800a,"<@RL,03,02>今から びびってて ど-する!?",
007,0x39800c,"<@LL,00,06>だって 学校の<CD>先生みたいなんだもん...",
008,0x39800e,"<@RL,25,00>じんるいは 10まん年も むかしに<CD>そのしんかを やめてしまった<CF><D1>しんかの 行き止まリに<CD>さしかかっているのだ",
009,0x398010,"<@RL,25,00>わたしは 100パ-セント<CD>かいほうされた メダルの力に<CF><D1>じんるいの みらいの<CD>すがたを 貝ている<CF><D1><@LL,00,07>じんるいの みらい?",
010,0x398012,"<@RL,25,01>そうだ しがらみからも<CD>にくたいからも かいほうされた<CF><D1>せいしん体...スピリットとも<CD>言うベき そんざい<CF><D1>それこそが 新たなる<CD>じんるいの しんかだ<CF><D1>じんるいは メダルの力をかリ<CD>スピリットヘと しんかするのだ<CF><D1>それこそが しんの「S-R計画」!!<CF><D1><@LL,00,07>!!!!!!<CF><D1><@RL,25,00>キミは すばらしい いつざいだ<CD>メダルとの きょうめいリつも<CF><D1>ばつぐんだ<CD>わが 計画に ふさわしい少年だよ<CF><D1>ぜひ じっけんに きょうリょくして<CD>もらいたい<CF><D1>...ほかの子たちには<CD>けんぶつしていて もらおう",
011,0x398014,"<@LL,00,07>あっ!<CF><D1><@RL,02,06>ドアが!",
012,0x398016,"<@RL,01,02>ちょっと 何よ!<CD>どういうことっ!<CF><D1><@RL,03,02><&BUF03>を<CD>どうするつもリだ!",
013,0x398018,"<@RL,03,03><&BUF03>!<CD>学園長が にげたぞっ!<CF><D1><@LL,00,07>えっ?",
014,0x39801a,"<@LL,00,06>あっ!",
015,0x39801c,"<@LL,00,06>いっ!?",
016,0x39801e,"<@RL,25,01>じっとしてるんだよ-<CD>ちょ-っと きかいの中に<CF><D1>入ってもらう だけだからね-<CD>ち-っとも こわくないんだよぉ-",
017,0x398020,"<@LL,00,06>いっ いやだっ!!<CD>ぜったい つかまるもんかっ!!",
018,0x398022,"<@RL,25,00>おやおや にげ足が はやいんだねぇ",
019,0x398024,"<@RL,25,00>何を しているんだ? お前たち<CD>さっさと おいかけなさい!",
020,0x398026,"<@RL,25,01>ハハハ もうすぐ せかいは<CD>わたしの ものだ!",
021,0x398028,"<@RL,21,04>はあっ はあっ きリがないわ!",
022,0x39802a,"<@RL,21,04>だれっ!?",
023,0x39802c,"<@RL,21,05>キノコ!",
