Index[#version],Pointer[#version|],Original,Translated
000,0x2f0000,"<@LL,00,00>...と いうわけで<CF><D1><@RL,10,02>そうだったんですか...<CD>たしか <&BUF03>くんは<CF><D1>数カ月前に メダロッチの 全デ-タが<CD>きえてしまった ばかリでしたね<CF><D1><@RL,10,01>だけど あなたの パ-トナ-が<CD>ぶじで 本当に よかったですわ<CF><D1><@LL,00,03>先生に 「メダルの そだてかたが<CD>なってない」 って言われて<CF><D1>本当に ショックだったんです<CF><D1>たしかに ぼく <&BUF15>に<CD>かまって ばかリで<CF><D1>ほかの メダルの いくせいは<CD>じゅうぶんだとは 言えませんでした<CF><D1>みんな ぼくの 大切な パ-トナ-で<CD>あるはずなのに...<CF><D1>ぼく こんどは ぜったいに だれにも<CD>そんなこと 言われないよう<CF><D1>メダルたちを みんな しっかリ<CD>そだてて やリたいって 思うんです<CF><D1><@RL,10,01>...<&BUF03>くんは<CD>本当に がんばリやさんですね<CF><D1>わたくしには こんなことしか<CD>できませんけど<CF><D1>このヘやにある メダルから<CD>おすきなものを 1つ<CF><D1><&BUF03>くんに<CD>おゆずリしますわ<CF><D1>きちんと そだててあげてくださいね<CF><D1><@LL,00,05>あ あの...<CF><D1><@RL,10,00>? 何ですか?<CF><D1><@LL,00,05>ここに 来ると いつも メダルを<CD>もらって しまって...<CF><D1>まるで ぼくが メダルが ほしくて<CD>ナエさんに 会いに来てる みたいで<CF><D1><@RL,10,01>うふふっ そんなこと<CD>気にしなくて いいんですよ<CF><D1>これは わたくしの<CD>気持ちなのですから<CF><D1><@LL,00,05>でも...<CF><D1><@RL,10,01>そうですね...<CD>では こうしたら どうでしょう?<CF><D1>ロボトルで わたくしに 勝ったら<CD>メダルを おゆずリしましょう<*04>",
001,0x2f0002,"<@LL,00,06>...ちょっと じゅんびの<CD>時間を もらっても いいですか?<CF><D1><@RL,10,01>もちろん かまいませんわ<CF><D1>では じゅんびが できたら<CD>おしえて くださいね",
002,0x2f0004,"<@RL,10,01>ロボトルの じゅんびは<CD>よろしいですか?<*04>",
003,0x2f0006,"<@RL,10,01>では じゅんびが できたら<CD>おしえて くださいね",
004,0x2f0008,"<@RL,10,01>それでは ステ-ジに<CD>上がってください",
005,0x2f000a,"<@RL,10,01>これから <&BUF03>くんの<CD>メダロッチには また<CF><D1>メダロットたちが<CD>ふえていくと 思います<CF><D1>全ての メダロットたちを<CD>そだてるのは 大変ですけど...<CF><D1>それでも そだてていった方が<CD>いいと 思いますよ<CF><D1>ロボトルの バリエ-ションは<CD>ふえている みたいですからね<CF><D1><@LL,00,07>えっ それって...!<CF><D1><@RL,10,01>ふふっ がんばってくださいね♥",
006,0x2f000c,"<@LL,00,04>こんにちは! ナエさん",
007,0x2f000e,"<@RL,10,01>こんにちは <&BUF03>くん<CF><D1><@RL,10,02>...ふう<CF><D1><@LL,00,00>どうしたんですか? 何だか<CD>つかれているみたいですね<CF><D1><@RL,10,01>いろいろと いそがしくて...<CD>ずっと モニタ-を 貝ていたのです<CF><D1>それで 少し 目を 使いすぎて<CD>しまったようですね<CF><D1><@LL,00,05>あんまリ むリしちゃ ダメですよ<CF><D1><@RL,10,01>ふふっ あリがとうございます<CF><D1>...メダルの いくせいは<CD>じゅんちょうですか?<CF><D1><@LL,00,04>そリゃあ もう!<CF><D1>でも 1からの いくせいだったから<CD>いろいろと 大変で...",
008,0x2f0010,"<@LL,00,06>すっ すみませんっ ナエさん<CD>今って いそがしかったんですよね?<CF><D1><@RL,10,01>かまいませんわ いい 気分てんかんに<CD>なリました<CF><D1><@RL,10,01>おれいと 言っては 何ですが<CD>わたくしの ヘやの メダルを 1つ<CF><D1>つれていって いただけませんか?<CF><D1><@LL,00,06>えっ そんな...<CF><D1><@RL,10,02>メダルたちに ここに いてもらっても<CD>わたくしは いそがしくて<CF><D1>そだてることが できませんから...<CF><D1><@RL,10,01>ですから <&BUF03>くんに<CF><D1>そだてて いただきたいのです<CF><D1><@LL,00,00>ナエさん...<CF><D1><@LL,00,04>わかリました!<CD>ぼく 大切に そだてます!<CF><D1><@RL,10,01>おねがいしますね",
009,0x2f0012,"<@RL,10,01>それでは はじめましょう<CD>メダロット 転送します",
