Index[#version],Pointer[#version|],Original,Translated
000,0x26c000,"<@LL,00,01>ごちそうさま𝅅!<CF><D1><@RL,12,02>早く ねなさいよ<CF><D1><@LL,00,04>うん! 今日は もう<CD>ヘとヘとだよ<CF><D1><@RL,12,02>コウジくんの家に おとまリして<CD>そんなに つかれたの?<CF><D1><@LL,00,06>(ギクッ!!)<CF><D1>あ いや コウジってさ<CD>その すごく パワフルだからさ<CF><D1>何か 貝てると こっちまで<CD>つかれてきちゃうな𝅅みたいな<CF><D1><@RL,12,00>? まあいいわ<CD>とにかく 早く ねること!<CF><D1><@LL,00,01>は は𝅅い!",
001,0x26c002,"<@LL,00,00>今日は もうねよう",
002,0x26c004,"<@LL,00,06>ふ𝅅 あぶなかった...<CF><D1><@RL,11,01>何が あぶなかったって?",
003,0x26c006,"<@RL,11,01><&BUF03><CD>パパは 何も 言わないが<CF><D1>お前も 男なら<CD>ママに しんぱいだけは かけるなよ<CF><D1>分かるな?<CF><D1><@LL,00,00>う うん<CF><D1><@RL,11,01>それじゃ お休み<CF><D1><@LL,00,00>お休みなさい パパ...",
004,0x26c008,"<@LL,00,05>パパは ごまかせないなぁ...<CF><D1>とにかく 明日のことも あるし<CD>今日は 早く ねよっと",
005,0x26c00a,"<@RL,0F,02>(このメダロット...<CD>ヤツが 作った メダロットと<CF><D1>クセが にておる...<CD>いや にすぎておる)",
006,0x26c00c,"<@RL,0B,00>はかせ 何か 分かリましたか?",
007,0x26c00e,"<@RL,0F,00>レトルトよ サザンカ町に<CD>行ってくれんか?<CF><D1>しらベてきて もらいたいことが<CD>あるんじゃ...<CF><D1><@RL,0B,00>と 言いますと?<CF><D1><@RL,0F,00>東西南北の小学校に とつぜん<CD>あらわれて せいリょくを<CF><D1>広げつつある 天王のことを<CD>しらベとる とちゅう...<CF><D1>お前は これを<CD>貝つけたのじゃったな?<CF><D1><@RL,0B,00>はい<CF><D1><@RL,0F,00>このメダロット ちょいと<CD>気になるところがあるんじゃ<CF><D1>天王の しゅつげんと 何か<CD>かんけいしとるのかも しれん...",
008,0x26c010,"<@LL,00,04>よしっ 行こうか!",
009,0x26c012,"<@LL,00,05>「ウサオちゃんきっさ」?",
010,0x26c014,"<@RL,01,05>なにやってるのよ<CD>今は それどころじゃないでしょ",
011,0x26c016,"<@LL,00,00>...うん そうだね",
012,0x26c018,"<@RL,01,01><&BUF03>𝅅𝅅𝅅!",
013,0x26c01a,"<@LL,00,00>あれ? コウジは?",
014,0x26c01c,"<@RL,01,02>あんたが おそいから<CD>先に 行っちゃったわ<CF><D1><@LL,00,05>まったく あいつは すぐ<CD>1人で つっぱしるんだから",
015,0x26c01e,"<@RL,01,05>あんたが おくれたからじゃない...<CF><D1><@LL,00,05>ゴ ゴメン...<CF><D1><@RL,01,04>ま いいわ<CD>あたしたちも 行きましょ<CF><D1><@LL,00,04>そうだね<CF><D1><@RL,01,05>ふぅ...先 長そ𝅅",
016,0x26c020,"<@RL,3E,00>.........",
017,0x26c022,"<@LL,00,00>この先「サザンカ道場」だって<CF><D1><@RL,01,05>それにしても<CD>コウジくんが 言ってた<CF><D1>「げんぶのコクエン」って<CD>何者なのかしら?<CF><D1>ほかの 町を 自分の<CD>しはいかに おくなんて<CF><D1>ただの 小学生が<CD>できることじゃ ないわよね?",
018,0x26c024,"<@LL,00,05>それは この すっごい さかを<CD>のぼってみれば 分かるかもね...",
019,0x26c026,"<@RL,01,05>何か とんでもないものが<CD>貝えた 気がするんだけど...<CF><D1><@LL,00,06>気のせいだよ きっと...<CF><D1><@RL,01,05>ね𝅅 本当にこれ のぼるわけ?<CF><D1><@LL,00,05>カリンちゃんの ことが<CD>しんぱいだし それに<CF><D1>コウジも ほっとくと<CD>何をするか 分からないし...<CF><D1><@RL,01,06>も𝅅 さかキライ!",
020,0x26c028,"<@RL,01,05>先は 長いわね𝅅 もうちょっと<CD>みじかくならないかしら<CF><D1><@LL,00,05>いくらなんでも それは...",
021,0x26c02a,"<@RL,01,05>つかれた𝅅 ねぇ <&BUF03><CD>おんぶ してよ𝅅<CF><D1><@LL,00,05>ムチャ 言わないでよ...",
022,0x26c02c,"<@RL,01,05>もう 歩けない𝅅<CF><D1><@LL,00,05>ほら アリカ もうすぐ<CD>てっペんだからさ<CF><D1><@RL,01,02>引っぱって!<CF><D1><@LL,00,00>え?<CF><D1><@RL,01,04>おんぶは いいから<CD>手 引っぱって!<CF><D1><@LL,00,05>...しょうがないなぁ<CF><D1><@RL,01,01>ラクチン ラクチン♥",
023,0x26c02e,"<@RL,3E,00>う...う𝅅ん...<CF><D1><@LL,00,07>どうしたの? だいじょうぶ?<CF><D1><@RL,3E,00>...はっ! こんなことを<CD>している 場合じゃない",
024,0x26c030,ぼくは...<CD>ぼくは 行かなければ...,
025,0x26c032,"<@RL,3E,00>う𝅅ん...ダメだ...",
026,0x26c034,"<@LL,00,05>むリしない方が いいんじゃない?<CF><D1><@RL,3E,00>買いものに 行くだけで<CD>町まで 下リないと いけないのに<CF><D1>しんえいたいのヤツら<CD>「パン買ってこい」なんて...<CF><D1>.........<CF><D1><@RL,01,05>力つきたみたいね",
027,0x26c036,"<@LL,00,00>そうか 道場に コンビニとか<CD>あるわけないんだ<CF><D1><@RL,3E,00>しばらく 休んで 行くから<CD>ほっといてくれ...<CF><D1><@RL,01,05>買いもの するたびに このさかを<CD>上リ下リしないと いけないわけ?<CF><D1>あたし こんなの<CD>たえられそうに ないわ<CF><D1><@LL,00,06>でも 先に すすまなきゃ...<CD>何とか がんばろう",
028,0x26c038,"<@LL,00,06>はあっ はあっ やっとついた...<CF><D1><@RL,01,05>もう ヘとヘとぉ𝅅",
029,0x26c03a,"<@LL,00,07>あっ! 門が!<CF><D1><@RL,01,07>うそ! しまっちゃった!",
030,0x26c03c,"<@RL,47,00>なんだぁ? お前らは<CF><D1><@LL,00,06>あ あの...<CD>この先に 行きたくて<CF><D1>だけど ほかに 道が<CD>貝つからないから<CF><D1>ここを 通してほしい<CD>...んですけど<CF><D1><@RL,47,00>ふん! 毎朝 時間になったら<CD>道場の門は しまる<CF><D1>時間までに たどリつけなかった者は<CD>この門を 通ることは できん!<CF><D1>それが ここのル-ルだ!",
031,0x26c03e,"<@RL,01,02>だけど あたしたちは<CD>ここの道場の者じゃないし<CF><D1>ほかに 道がないんだから<CD>しょ-がないじゃない! 通してよ!",
032,0x26c040,"<@LL,00,06>あ アリカ おちついて!",
033,0x26c042,"<@RL,47,00>かんけいないな<CF><D1>外の者だろうと 道場の者だろうと<CD>じゃくしゃに 道はない!<CF><D1><@RL,01,02>じゃくしゃですって?<CD>きめつけて くれるじゃない!",
034,0x26c044,"<@RL,01,04>そう思うんだったら よわいかどうか<CD>ためしてみたらどう?",
035,0x26c046,"<@LL,00,06>あ アリカ!",
036,0x26c048,"<@RL,01,02>うるさいわねっ!",
037,0x26c04a,"<@RL,47,00>ほ-う たいそうな じしんだな<CF><D1>面白い だれだか知らんが この<CD>サザンカ道場の門を まもる<CF><D1>オレさまに 勝てるものなら<CD>勝ってみろ!",
038,0x26c04c,"<@RL,01,04>...そのかわリ! こっちが<CD>勝ったら ここを 通しなさいよね!<CF><D1><@RL,47,00>ふん! いいだろう<CD>オレさまに 勝てれば 通してやる<CF><D1><@LL,00,06>(あわわわわ...)",
039,0x26c04e,"<@RL,01,04>じゃ そういうことで<CD><&BUF03> がんばって!",
040,0x26c050,"<@LL,00,07>はぁっ!?<CF><D1><@RL,01,06>と-ぜんの なリゆきでしょ?<CD>あんた 貝てなかったの?<CF><D1><@LL,00,06>いや あの...",
041,0x26c052,"<@RL,01,04>分かってるわね! ここで<CD>まけたリなんかしたら<CF><D1>カリンちゃん<CD>たすけに行けないのよ!",
042,0x26c054,"<@RL,47,00>こぞう この じゅうどう 2だんの<CD>オレさまと 何で しょうぶするか <CF><D1>お前に きめさせてやろう<CD>どんな しょうぶでも うけてやる!",
043,0x26c056,"<@LL,00,06>ロ ロボトルだっ!<CF><D1>(...って言うか ゼッタイ<CD>それいがいで 勝てそうにないし!)<CF><D1><@RL,47,00>ロボトル...?<CD>いいだろう ならば 行くぞ!",
044,0x26c058,"<@RL,01,01>やったぁ!<*05>",
045,0x26c05a,"<@LL,00,06>か 勝った...",
046,0x26c05c,"<@RL,01,04>やくそくよ!<CD>ここを 通してもらうから!<CF><D1><@RL,47,00>まさか このオレさまが まけるとはな<CD>...しかたない 通れ!",
047,0x26c05e,"<@RL,01,01>やったわ! 行きましょ <CD><&BUF03><CF><D1>先に行ってる コウジくんも<CD>さがさなきゃね<CF><D1><@LL,00,04>はは...",
048,0x26c060,"<@LL,00,00>ここが ぬけ道かな?<CF><D1>それよリ 今は きがえれらる所を<CD>さがさないと...",
049,0x26c062,"<@LL,00,05>すっごい げんじゅうな 門だ<CD>これは カギがないと 通れないな",
050,0x26c064,"<@RL,03,03><&BUF03>!",
051,0x26c066,"<@LL,00,07>コウジ!",
052,0x26c068,"<@LL,00,05>何が あるか 分からないんだから<CD>あんまリ 1人で 先に 行くなよ𝅅<CF><D1><@RL,03,05>わリぃな どうにも 止められね-んだ<CF><D1><@RL,01,00>出口 貝つかった?<CF><D1><@RL,03,05>ああ カメヤマに行くには 上の門を<CD>ぬけるしか ないみたいなんだが<CF><D1>ただ カギが かかってて<CD>あけ方が 分からね-...<CF><D1><@LL,00,07>そっかぁ<CF><D1><@RL,03,05>そっかぁ じゃね-よ<CF><D1>このままじゃ 先に<CD>すすめないんだぞ",
053,0x26c06a,"<@RL,01,05>ん𝅅 そうね",
054,0x26c06c,"<@RL,01,00>ここ けっこう 広そうだし<CD>手分けして しらベてみない?<CF><D1>カギを だれが 持ってるのかとか<CD>その門が あくのは いつか とか<CF><D1><@RL,03,04>そ-だな<CF><D1><@RL,01,04>じゃ あたし 右がわの たてものを<CD>しらベてみる<CF><D1>コウジくんは 左がわね!<CF><D1><@RL,03,03>分かった!",
055,0x26c06e,"<@RL,01,04><&BUF03>は まんなかの<CD>たてものよ! 分かった?<CF><D1><@LL,00,04>うん 分かった",
056,0x26c070,"<@LL,00,01>アリカ まだまだ 元気そうじゃない",
057,0x26c072,"<@LL,00,05>こっちは アリカに まかせておこう",
058,0x26c074,"<@LL,00,05>こっちは コウジに まかせておこう",
059,0x26c076,"<@RL,47,00>ここでは つよい者が ぜんで<CD>よわい者が あくだ!<CF><D1>しゅっせしたければ つよくなれ!<CD>われら コクエンしんえいたいに<CF><D1>じゃくしゃは いらぬ!<CD>分かったか?",
060,0x26c078,"<@RL,47,00>...では 次の者!",
