Index[#version],Pointer[#version|],Original,Translated
000,0x290000,"<@RL,03,05>む-----っ<CF><D1><@LL,00,00>どうしたんだよ? コウジ<CF><D1><@RL,03,02>のみものが 高いっ!<CF><D1><@LL,00,06>...は?",
001,0x290002,"<@RL,03,03>1本500¥も するんだ",
002,0x290004,"<@LL,00,05>い-じゃん ベつに<CD>金持ちなんだろ? コウジはさっ",
003,0x290006,"<@RL,03,02>金持ちなのは おれの<CD>せいじゃね-って 言ってるだろ!<CF><D1><@RL,03,02>とにかく おれは なっとくできね-<CD>ねだんで モノを 買うのは<CF><D1>ゆるせね-んだよ!<CF><D1><@LL,00,05>ふ-ん...<CF><D1><@LL,00,06>だけどコウジ のど かわいてんだろ?<CD>ぼくも もう カラカラ<CF><D1>ねだんなんて 気にしてられないよ",
004,0x290008,"<@RL,01,04>はい! ジュ-ス!<CF><D1><@LL,00,07>わっ! つめたい!<CF><D1><@LL,00,01>あリがとう アリカ!",
005,0x29000a,"<@RL,01,04>はい! コウジくんにも<CF><D1><@RL,03,00>ウ-ロン茶?<CF><D1><@RL,01,04>うん コウジくんって<CD>カラクチだと 思って<CF><D1><@RL,03,04>分かってるじゃね-か!",
006,0x29000c,"<@RL,03,05>その...",
007,0x29000e,"<@RL,03,05>あリがとよ",
008,0x290010,"<@LL,00,01>おれい 言うのに いちいち<CD>てれるなよな コウジ",
009,0x290012,"<@RL,03,02>う うるさい!<CF><D1><@RL,01,00>あ 言っとくけど おごリじゃないわよ<CD>350¥ ちゃんと<CF><D1>いただきますからね!",
010,0x290014,"<@LL,00,05>お金 とるの-?<CF><D1><@RL,01,04>だけど ここで<CD>買うよリは ましでしょ?<CF><D1><@RL,03,04>たしかにな ほら 350¥<CF><D1><@RL,01,04>まいど!",
011,0x290016,"<@LL,00,01>は-い アリカ",
