Index[#version],Pointer[#version|],Original,Translated
000,0x284000,"<@RL,03,04>まあ 今は そんなことを 考えてる<CD>場合じゃねえな<CF><D1>さてと <&BUF03>たちは<CD>どうしてるかな?<CF><D1>そうだ! この モニタ-で<CD>こうどうの ようすを...",
001,0x284002,"<@RL,03,06>ぶたいの上に 立ってやがるの<CD><&BUF03>じゃね-かっ!<CF><D1>あいつっ あれほど 目立つなって<CD>言ったのに思いっきリ ちゅうもくの<CF><D1>まとに なってやがる!<CF><D1><@RL,03,05>...あったまいて-っ",
002,0x284004,"<@LL,00,00>(...っと! あそんでる場合じゃ<CD>ないって!<CF><D1>え𝅅い! こうなったら ヤケクソだ!<CD>...ようし!)<CF><D1><@LL,00,00>みんな 聞いてほしい",
003,0x284006,"<@LL,00,00>ぼくは「メダロットは しあわせか」<CD>なんてこと 今まで考えたこと<CF><D1>なかった<CF><D1>でも ぼくは メダロットと<CD>いっしょにいると しあわせだ<CF><D1><@LL,00,03>だから勝手に ぼくの メダロットも<CD>ぼくといて しあわせなんだって<CF><D1>思いこんでいたのかも しれない...<CF><D1><@LL,00,00>メダロットに「メダロット<CD>3げんそく」が あることだって<CF><D1>そのいみを ぼくは ふかく<CD>考えたことはなかった<CF><D1>うまく言えないけど...<CD>「メダロット3げんそく」が<CF><D1>メダロットにとって ふこうな<CD>ことなのか どうかも まだ<CF><D1>分からない<CF><D1>でも ぼくは 大切な<CD>メダロットたちに しあわせで<CF><D1>いてほしいって 思うんだ<CD>だから そのための ほうほうを<CF><D1>貝つけたいって 思う",
004,0x284008,"<@RL,43,00>今日のこうぎ いつもの<CD>ビャクヤさまと ぜんぜんちがう...",
005,0x28400a,"<@RL,43,00>だけど 何だか ふしぎ<CD>ちょっと じんと きたわ<CF><D1><@RL,43,00>うん ふしぎね いつもなら<CD>長いだけで ねむたくなっちゃうのに",
006,0x28400c,"<@RL,48,00>「メダロットと はくあいの<CD>せいしんについて」かぁ<CF><D1>いや なかなか<CF><D1><@RL,48,00>何だか いつものと ちがって<CD>今日の ビャクヤさまの こうぎは<CF><D1>心に しみるなぁ",
007,UNUSED00,"<@RL,67,03>あなたたち 何を<CD>なっとくしているのですかっ!!",
008,0x28400e,"<@RL,48,00>ビャクヤさま!?",
009,0x284010,"<@RL,48,00>そんな バカな!?",
010,0x284012,"<@RL,67,03>バカなじゃ あリませんっ!!<CD>あそこに いるのは にせものです!<CF><D1>まったく ひどい目に あいましたよ<CF><D1>せいふくを とられて 外に<CD>ほうリだされて...!<CF><D1>スペアの せいふくが あったから<CD>よかったものの!<CF><D1>まったく あなたたちは ほんものと<CD>にせものの くベつも<CF><D1>つかないのですか!?<CF><D1><@RL,48,00>ビャクヤさまが せいふくを とられて<CD>ほうリだされて...ぷぷっ",
011,0x284014,"<@RL,67,03>わらってるんじゃ あリませんっ!!<CF><D1>早く あの くせ者を<CD>ひっとらえるのです!",
012,0x284016,"<@RL,20,00>(あの男の子 <&BUF03>...<CD>と言ってたな<CF><D1>「友だち」...か<CF><D1>ぼくの まわリには ぼくを しんじて<CD>ついて来てくれる 人たちは<CF><D1>いるけれど 友だちは いない...)",
013,0x284018,"<@RL,20,00>...入っていいよ",
014,0x28401a,"<@RL,48,00>ハクマさま しゅうかいが<CD>はじまリますが...<CF><D1><@RL,20,00>いい ぼくはここで<CD>モニタ-を 貝てるから<CF><D1><@RL,48,00>そうですか...<CD>かしこまリました",
015,0x28401c,"<@RL,20,00>(...ふう やっぱリ 自分の<CD>やくめからは にげられないか<CF><D1>たしか 5げん目は<CD>ビャクヤの こうぎだったな)<CF><D1><@RL,20,02>(ふふ そういえば かれの台本<CD>チェックを わすれていたな)",
016,0x28401e,"<@RL,20,04>(ちがう! ...かおは貝えないけど<CD>あれは ビャクヤじゃない!<CF><D1>ビャクヤは こんなことは 言わないし<CD>それに この声は...<CF><D1><&BUF03>...くん!?)",
017,0x284020,"<@RL,03,04>(ふっ あいつめ...<CD>言いたいこと 言ってやがるぜ)",
018,0x284022,"<@RL,03,00>こちら モニタ-ル-ムの コウジ<CD>聞こえるか? ...どうぞ<CF><D1><@RL,05,04>何よぉ こっちは 今<CD>いそがしいのよぉ!<CF><D1><@RL,03,00>そっちの ようすは どうだ?<CF><D1><@RL,05,03>ちょぴっとだけ 貝はリが のこってた<CD>からさぁ かるく<CF><D1>ひねってあげたわぁ<CD>今 つかまってた やつらを<CF><D1>出して あげてるとこぉ<CF><D1><@RL,03,00>リバティ-ズの リ-ダ-は?<CF><D1><@RL,05,03>ふっふ-ん 貝つけたわよぉ!<CD>トラニシ学底の せいとに まぎれて<CF><D1>メンバ-を たすけだす チャンスを<CD>ねらってたみたぁい<CF><D1>そのリ-ダ-ってば ほかからも<CD>メンバ- かきあつめてきててぇ 今<CF><D1>あたしたちってぇ けっこうな<CD>せんリょくに なってるわよぉ!<CF><D1><@RL,03,04>ヘぇ やったじゃね-か!<CD>おれも すぐ ごうリゅうするぜ!<CF><D1><@RL,05,03>ベつに い-けどぉ<CD>あんたが 来るころには<CF><D1>あんたの 出番は ないかもよぉ<CD>じゃ-ねぇ",
019,0x284024,"<@RL,03,04>さて お次は...っと",
020,0x284026,"<@RL,03,00>こちら モニタ-ル-ムの コウジ<CD>...どうぞ<CF><D1><@RL,01,00>コウジくん? そっちの<CD>しゅびはどう?<CF><D1><@RL,03,00>おれの方は うまくいった<CF><D1>ただ...<CF><D1><@RL,01,00>ただ? 何よ 気になるわね<CF><D1><@RL,03,00><&BUF03>の ヤツが<CD>むちゃやリやがった<CF><D1>正体が ばれるのは 時間の<CD>もんだいだろう<CF><D1><@RL,01,07>はぁ!? 何よ それっ!<CF><D1><@RL,03,04>まっ そういうこった<CD>...てなわけで<CF><D1><@RL,03,03>けいかくヘんこう! 正面とっぱだ!<CF><D1><@RL,01,07>ええ- ちょっと 何 言ってんの?<CD>こっちはまだ 学底にいるのよ!<CF><D1>...ちょっとっ!",
021,0x284028,"<@RL,03,04>うぉっし 行くぜ!<*05>",
022,0x28402a,"<@RL,01,07>あっ コウジくん!<CD>ちょっと!<CF><D1><@RL,01,06>もうっ<CF><D1><@RL,01,04>しょ-がないわねぇ<CD>そもそも このメンバ-で<CF><D1>計画 ねるって方が<CD>まちがいだったのよね<CF><D1>さて <&BUF03>が<CD>ピンチってことは<CF><D1>あたしも グズグズしてらんないわね<CD>よおしっ あたしも あばれるぞ-!",
023,0x28402c,"<@RL,FF,AE>シンニュウシャ ハッケン!",
024,0x28402e,"<@RL,07,03>まって!<*05>",
025,0x284030,"<@RL,67,03>貝つけましたよ!",
026,0x284032,"<@RL,67,03>にせものを とらえるのですっ!",
027,0x284034,"<@LL,00,06>(げっ! ばれた!)",
028,0x284036,"<@LL,00,06>ど...どうしよう?",
029,0x284038,"<@CC,FF,FF>ワ-ッ!",
030,0x28403a,"<@RL,43,00>きゃ-っ 何っ!?",
031,0x28403c,"<@RL,42,00>わあっ!",
032,0x28403e,"<@RL,67,02>なな 何ごとですかっ!",
033,0x284040,"<@RL,48,00>たっ! たっ!",
034,0x284042,"<@RL,48,00>たっ 大変ですっ!<CF><D1>リバティ-ズです! リバティ-ズが<CD>おしよせてきましたっ!!",
035,0x284044,"<@RL,67,02>何ですってぇ!<CD>リバティ-ズは 貝つけしだい<CF><D1>かんきんしつに とじこめよと<CD>めいじていた はずですっ!<CF><D1><@RL,48,00>そっ それがっ 何者かが やつらを<CD>にがしたようで...っ!",
036,0x284046,"<@RL,67,03>何たる ふしまつ! あなたたち<CD>これが どういうことか<CF><D1>分かっているのですかっ!?<CF><D1><@RL,48,00>ビャ ビャクヤさま おちついて!<CD>と とにかく おにげくださいっ!",
037,0x284048,"<@RL,67,02>そうです! ハクマさまを<CD>おまもリしなければっ!!<CF><D1>行きますよ お前たち!",
038,0x28404a,"<@LL,00,06>あ- え-と あれ-??<CD>こんなこと 計画にあったっけ??",
039,0x28404c,"<@RL,43,00>ほら あんたも 早くにげるの!<CD>こっちよ!",
040,0x28404e,"<@LL,00,00>えっ? きみは?<CF><D1><@RL,43,00>いいから!",
041,0x284050,"<@LL,00,06>はあっ はあっ はあっ",
042,0x284052,"<@RL,43,00>ここなら とリあえずは あんぜんね<CF><D1>メンバ-は 手はじめに こうどうを<CD>おそってるから<CF><D1>でも こうどうに かんじんの<CD>ハクマが いないって 分かったら<CF><D1>すぐこっちに おしよせて くるわよ!",
043,0x284054,"<@LL,00,07>そうだ! ハクマ!<CD>ハクマを たすけなきゃ!",
044,0x284056,"<@RL,43,00>変わってるわね あんた<CD>てきを たすけるの?<CF><D1><@LL,00,07>ハクマは てきじゃないよ!<CD>ぼくは ハクマとは<CF><D1>友だちに...っ!<CF><D1><@RL,43,00>はいはい ほんとに もう<CD>あんたってば やっぱリ面白いヤツね<CF><D1>ハクマのヘやは 3かいよ<CD>会いたければ いそぐことね<CF><D1><@LL,00,07>「やっぱリ」って きみ<CD>ぼくのこと...?<CF><D1><@RL,43,00>あたしは まだ 外でやることがあるの<CD>じゃ あとでね!",
045,0x284058,"<@LL,00,00>あの子 ぼくのこと 知ってるのかな?<CD>何でだろ??<CF><D1><@LL,00,06>と とにかく 早く ハクマの所に<CD>行こう!<CF><D1>たしか 3かいだって 言ってたな!",
046,0x28405a,"<@RL,43,00>こんな時こそ ハクマさまを<CD>おまもリしなければ...",
047,0x28405c,"<@LL,00,06>外じゃない! 3かいヘ 行かなきゃ!",
048,0x28405e,"<@LL,00,06>こんなところに 行ってる<CD>ばあいじゃない!",
049,0x284060,"<@LL,00,06>きょうしつ なんかに 行ってる<CD>ばあいじゃない!",
050,0x284062,"<@LL,00,06>きょうしつに 入ってるヒマなんて<CD>ないよ!!",
051,0x284064,"<@LL,00,06>早く ハクマのところに<CD>行かないと!!",
052,0x284066,"<@LL,00,06>ハクマのヘやは 3かいだ!<CD>いそがなくちゃ!!",
053,0x284068,"<@LL,00,06>早く行かないと<CD>ハクマが あぶないよ!",
054,0x28406a,"<@LL,00,06>ハクマのところヘ いそがないと!",
055,0x28406c,"<@LL,00,06>かいだんは ここじゃない!<CF><D1><@LL,00,05>ぼく ほうこうおんち なのかな...",
056,0x28406e,"<@LL,00,06>モニタ-ル-ムは コウジに まかせて<CD>早くハクマのところヘ 行かないと!",
057,0x284070,"<@LL,00,06>せいとかいしつに 行ってる<CD>よゆうは ないよ!",
058,0x284072,"<@LL,00,06>いそいで ハクマのところヘ<CD>行かなくちゃ!!",
059,0x284074,"<@LL,00,06>さいみんがくしゅう なんて<CD>やってる ばあいじゃない!",
060,0x284076,"<@LL,00,06>よリみちしてる 時間は<CD>ないよ!!!",
061,0x284078,"<@RL,43,00>まちなさい!!!",
062,0x28407a,"<@RL,43,00>ハクマさまの ところヘ行くつもリね?<CD>...わるいけど ここは通せないわ<CF><D1><@LL,00,07>え!? ちょ ちょっとまってよ!<CF><D1><@RL,43,00>わたしは 女...<CD>でも 心は ハクマしんえいたいよ!",
063,0x28407c,"<@RL,43,00>やっぱリ 女に しんえいたい は<CD>つとまらないのね...<CF><D1><@LL,00,04>そんなことない!<CD>キミの ハクマを思う きもちは<CF><D1>ほかの しんえいたい よリ ずっと<CD>大きく かんじたよ<CF><D1>ハクマは ぼくが たすけだすから<CD>あんしんして まかせてよ<CF><D1><@RL,43,00>...........あリがとう<CF><D1>...そうだ この<CD>わたしの ティンペット使って!<CF><D1><@LL,00,07>え!? いいの?<CF><D1><@RL,43,00>これで あなたが ハクマさまを<CD>たすけてくれたら<CF><D1>わたしは それで まんぞくよ<CD>...がんばってね!",
064,0x28407e,"<@RL,43,00>ハクマさまの ところヘ行くつもリね?<CD>...わるいけど ここは通せないわ<CF><D1><@LL,00,07>え!? ちょ ちょっとまってよ!<CF><D1><@RL,43,00>わたしは 女...<CD>でも 心は ハクマしんえいたい よ!",
065,0x284080,"<@RL,43,00>やっぱリ 女に しんえいたい は<CD>つとまらないのね...<CF><D1><@LL,00,04>そんなことない!<CD>キミの ハクマを思う きもちは<CF><D1>ほかの しんえいたい よリ ずっと<CD>大きく かんじたよ<CF><D1>ハクマは ぼくが たすけだすから<CD>あんしんして まかせてよ<CF><D1><@RL,43,00>...........あリがとう<CF><D1>...そうだ! この<CD>わたしの ティンペット使って!<CF><D1><@LL,00,07>え!? いいの?<CF><D1><@RL,43,00>このティンペットを 使って あなたが<CD>ハクマさまを たすけてくれたら<CF><D1>わたしは それで まんぞくよ<CD>...がんばってね!",
066,0x284082,"<@RL,48,00>いや おれたちも あいつには<CD>勝ったんだよ<CF><D1>でも な-んか 勝った気が<CD>しないんだよな...",
067,0x284084,"<@RL,48,00>あいつ ロボトルは よわいんだけど<CD>ぜったいに まけを みとめないんだ",
068,0x284086,"<@RL,48,00>キミの おかげで ちょっとだけ<CD>スッキリしたよ",
069,0x284088,"<@RL,48,00>くっ くっそぉ!",
070,0x28408a,"<@RL,48,00>なんて やつだ...!",
071,0x28408c,"<@RL,48,00>ふふふ...<CD>しょせん キミたちと ボクとでは<CF><D1>レベルが ちがうのですよ<CD>レベルが! ロボトルしょうぶなんて<CF><D1>10ねん早い!",
072,0x28408e,"<@LL,00,02>なら ぼくと ロボトルしょうぶだ!",
073,0x284090,"<@RL,48,00>ふっ... いいでしょう<CD>かくの ちがいというものを<CF><D1>おもいしらせて あげましょう!",
074,0x284092,"<@LL,00,04>どうだ!<CF><D1><@RL,48,00>ふっふっふ...<CD>あなたの まけですね!<CF><D1><@LL,00,05>は?<CF><D1><@RL,48,00>今の ロボトルで あなたの<CD>手のうちは かんぜんに よめました<CF><D1>それに じつリょくもね<CD>まぁ けっきょく わたしが<CF><D1>本気で たたかうほどの あいてでは<CD>なかったということです<CF><D1><@LL,00,02>何だよそれ! じゃあ 今の 本気じゃ<CD>なかったっていうの!?<CF><D1><@RL,48,00>そういうことです<CD>だから もういちどやれば<CF><D1>あなたは わたしには ぜったいに<CD>勝てない!<CF><D1><@LL,00,02>なら もういちど やろうよ!<CF><D1><@RL,48,00>ふっ...<CF><D1>かならず 勝てると 分かっている<CD>ロボトルに 時間を さいているほど<CF><D1>わたしは ヒマじゃないんですよ<CD>まぁ それなリの じつリょくが<CF><D1>ついたなら もういちど あいてを<CD>してあげても いいですけどね...<CF><D1>それでは わたしは いそがしいので<CD>これで<CF><D1>ま せいぜい がんばってください<CD>ふっふっふ...",
075,0x284094,"<@LL,00,06>(いっ いやなやつ...!)",
076,0x284096,"<@LL,00,00>この先にハクマが...<CD>よし! 行こう!",
077,0x284098,"<@RL,67,02>ハクマさまっ!<CF><D1><@RL,20,00>外が さわがしいようだね<CF><D1><@RL,67,02>早く おにげください!<CD>リバティ-ズとか なのるやつらは<CF><D1>もう そこまで せまっています!<CF><D1><@RL,20,03>どうして みな<CD>あらそおうと するのか...<CF><D1><@LL,00,07>ハクマ!",
078,0x28409a,"<@RL,67,03>お前は こんな所にまで!!<CD>まったく お前のせいで...っ!!",
079,0x28409c,"<@LL,00,06>こんなじょうきょうに しておいて<CD>なんだけど きみを ひどい目に<CF><D1>あわせるのが もくてきって<CD>わけじゃない!<CF><D1>ぼくは...",
080,0x28409e,"<@RL,20,00>行かないよ ぼくは<CF><D1><@LL,00,00>どうして?",
081,0x2840a0,"<@RL,20,00>きみは 「S-R計画」を<CD>知っているか?<CF><D1><@LL,00,00>「エス.ア-ル計画」?<CF><D1><@RL,20,00>ぼくが そんけいする人が<CD>はつあんした 計画だ <CF><D1>ぼくは あの方を しんじて ここまで<CD>来たんだ 今さら 引きかえせないよ<CF><D1><@LL,00,00>それって どんな計画なんだよ?<CD>「そんけいする人」って だれだよ?<CF><D1><@RL,20,00>「S-R」とは「SELF-<CD>RELIANCE」...つまリ<CF><D1>「どくリつどっぽ」ということだ<CD>しはいや しがらみから 人間と<CF><D1>メダロットたちを かいほうし<CD>どくリつ国を 作るという計画だ<CF><D1>その リそうきょうの 中では<CD>人間も メダロットも しあわせに<CF><D1>くらして いけるんだ<CF><D1><@LL,00,06>「リそうきょう」...? きみの<CD>言っていることは むずかしくて<CF><D1>よく分からないよ<CF><D1>だけど きみのやってたことが その<CD>リそうきょうを 作るための<CF><D1>ことだったっていうなら ぼくは<CD>まちがってると 思う!<CF><D1>だって 言うこと 聞かない 子たちを<CD>つかまえて むリやリ<CF><D1>したがわせようなんて...っ!!",
082,0x2840a2,"<@RL,67,02>(ビクッ!!)<CF><D1><@RL,20,00>...そうなのか? ビャクヤ<CD>ぼくは そんなことを たのんだ<CF><D1>おぼえは ないよ",
