Index[#version],Pointer[#version|],Original,Translated
000,0x120000,男型ティンペットを手に入れた!,
001,0x120002,女型ティンペットを手に入れた!,
002,0x120004,あっ!<CD>これいじょう 持てないや!<CF>ティンペットをあきらめた!,
003,0x120006,メダロットが<CD>1体も 租まれていません!<CF>メダロットを 租んでください,
004,0x120008,あっ!<CD>このメダルは すでに持っているぞ!<CF>メダルをあきらめた!,
005,0x12000a,デ-タをセ-ブしました!<S1E><*04>,
006,0x12000c,ロボロボメダルを使いますか?<*04>,
007,0x12000e,せんとうから にげられた!!<*02>,
008,0x120010,「<&BUF06>」を 手に入れた,
009,0x120012,「<&BUF06>」が なくなった,
010,0x120014,このアイテムは<CD>これいじょう 持てない!,
011,0x120016,<&BUF03>は<CD>「<&BUF06>」を 持っていない,
012,0x120018,<&BUF03>は<CD><&BUF06>0¥を 手に入れた,
013,0x12001a,<&BUF06>0¥ なくなった,
014,0x12001c,<&BUF06>を 手に入れた,
015,0x12001e,<&BUF06>が なくなった,
016,0x120020,パシャ!<*04>,
017,0x120022,パシャ パシャ!<*04>,
018,0x120024,「<&BUF06>」メダルを<CD>手に入れた,
019,0x120026,このメダルは すでに 持っている,
020,0x120028,頭パ-ツ<CD>「<&BUF06>」を 手に入れた,
021,0x12002a,右院パ-ツ<CD>「<&BUF06>」を 手に入れた,
022,0x12002c,左院パ-ツ<CD>「<&BUF06>」を 手に入れた,
023,0x12002e,脚部パ-ツ<CD>「<&BUF06>」を 手に入れた,
024,0x120030,このパ-ツは<CD>これいじょう 持てません,
025,0x120032,頭パ-ツ<CD>「<&BUF06>」が なくなった,
026,0x120034,右院パ-ツ<CD>「<&BUF06>」が なくなった,
027,0x120036,左院パ-ツ<CD>「<&BUF06>」が なくなった,
028,0x120038,脚部パ-ツ<CD>「<&BUF06>」が なくなった,
029,0x12003a,<&BUF03>は 頭パ-ツ<CD>「<&BUF06>」を 持ってない,
030,0x12003c,<&BUF03>は 右院パ-ツ<CD>「<&BUF06>」を 持ってない,
031,0x12003e,<&BUF03>は 左院パ-ツ<CD>「<&BUF06>」を 持ってない,
032,0x120040,<&BUF03>は 脚部パ-ツ<CD>「<&BUF06>」を 持ってない,
033,0x120042,「<&BUF06>」のメダリアを<CD>手に入れた,
034,0x120044,「<&BUF06>」を<CD><&BUF07>個 手に入れた,
035,0x12004a,「<&BUF06>」が<CD><&BUF07>個なくなった,
036,0x12004c,イベントオ-バ- フリ-ズ!!<*04>,
037,0x12005a,<SFF>みんな 友だち<*04>,
038,0x120062,<SFF>あたしたちは ずっと いっしょ<*04>,
039,0x120064,<SFF>大人に なってもな!<*04>,
040,0x120066,<SFF>なかまが いるって ステキですわ♥<*04>,
041,0x120068,<SFF>せ-の...<CD>メダロット!<*02>,
042,0x12006a,ゲ-ムの デ-タを 全て けします<CD>よろしいですか?<*04>,
043,0x120092,もういちど はじめから<CD>ゲ-ムを プレイしてください<*02>,
044,0x120094,まちがって けさないように<CD>ちゅういしてください<*02>,
045,0x120096,メダスピ-ドキングの ベスト<CD>TIMEは「<&BUF06>:<&BUF08>」です,
046,0x1200a2,メダスピ-ドキングの ベスト<CD>TIMEの きろくは あリません,
047,0x1200a4,メダバ-ドコンテストの<CD>ドラコンコ-スの<CF>ベスト ひきょリは「<&BUF06>」です,
048,0x1200a6,メダバ-ドコンテストの ベスト<CD>ひきょリの きろくは あリません,
049,0x1200a8,ロボトルの 勝利数は<CD><&BUF06>回です,
050,0x1200aa,ダ-クロボトルの 勝利数は<CD><&BUF06>回です,
051,0x1200ac,ミスコンテストの 勝利数は<CD><&BUF06>回です,
052,0x1200ae,メダスピ-ドキングの 勝利数は<CD><&BUF06>回です,
053,0x1200b0,メダバ-ドコンテストの 勝利数は<CD><&BUF06>回です,
054,0x1200b2,メダロ-ドレ-スの 勝利数は<CD><&BUF06>回です,
055,0x1200b4,あれって しょうぼう車型 メダロット<CD>ブレイブファイヤ!?<CF>ブレイブファイヤ<CD>右45ど せんかい!<CF>...ドライブC ファイヤ!<CF>はい マスタ-<CF>...って ちょっと!<CD>ブレイブファイヤの ドライブCって<CF>それこそ ファイヤ-っ...!!<CF>...? あれ? 水が 出てる<CF>次! 左90ど せんかい<CD>ファイヤ!<CF>すごい! どんどん<CD>火が きえていく...!<*02>,
056,0x1200c2,なぬ! 男!?<CF>ぼくは テンリョウ <&BUF03><CD>コウジを つれもどしに 来た!<CF>きさまが あの<CD>テンリョウ <&BUF03>か!<CF>く------っ オレごのみの<CD>女の子に ばけて<CF>オレを だますとは ゆるせんっ!!<CD>貝ていろっ!!<*02>,
057,0x1200c6,わあ...すごい!<CF>いいけしきでしょ?<CF>このむらの中で ただ1つ<CD>あたしが 気に入ってる場所よ<CF>ここには よく 来るの?<CF>しょっちゅうね<CF>...来て よかったでしょ?<CF>うん!<*02>,
