Index[#version],Pointer[#version|],Original,Translated
000,0x2b4000,"<@RL,22,00>それでは 今日のじゅぎょうは<CD>ここまでにします<CF><D1>みんな 明日から 2れんきゅうだけど<CD>あそびすぎて しゅくだい<CF><D1>わすれないようにね",
001,0x2b4002,"<@RL,01,04>ねえ <&BUF03><CD>明日 あいてる?",
002,0x2b4004,"<@LL,00,00>うん ベつに 何もないけど<CF><D1><@RL,01,01>だったらさ- あたしと いっしょに<CD>「シノビックパ-ク」に 行かない?<CF><D1><@LL,00,05>え? 「シノビックパ-ク」は<CD>ヘいさ中 じゃなかったっけ?<CF><D1><@RL,01,05>あんた ホントに ニュ-スとか<CD>うといわねぇ<CF><D1><@RL,01,00>このあいだ ようやく<CD>しゅうリが おわって<CF><D1>明日からオ-プンされるのよ<CF><D1>で せっかくチケットもらったから<CD>この前の おわびってことで ね<CF><D1><@LL,00,00>おわび?<CF><D1><@RL,01,01>ホラ サザンカに入るときに<CD>メイドのカッコさせた おわび<CF><D1><@LL,00,08>ああ あのときね...",
003,0x2b4006,"<@RL,22,00>ゆうえんちも いいけど<CD>2人とも ハメをはずしすぎて<CF><D1>しゅくだい わすれないようにね",
004,0x2b4008,"<@LL,00,07>え! は はい!<CF><D1><@RL,22,02>じゃあね さようなら<CF><D1><@RL,01,04>リュウコ先生 さようなら",
005,0x2b400a,"<@RL,01,04>リュウコ先生 アレから<CD>ちょっと やさしくなったわよねえ<CF><D1><@LL,00,04>うん 前よリも 話しやすくなったね<CF><D1><@LL,00,00>オロチのこと S-R計画のこと<CD>色々あったけど みんなゲンキかな?",
006,0x2b400c,"<@RL,01,00>思い出に ひたってるとこ わるいけど<CD>そろそろ かえらない?",
007,0x2b400e,"<@LL,00,04>あっ そうだね そろそろかえろうか",
008,0x2b4010,"<@LL,00,02>ソルティ ジャンプ!",
009,0x2b4012,"<@LL,00,04>ソルティ お手",
010,0x2b4014,"<@RL,04,00>ワン!",
011,0x2b4016,"<@LL,00,04>ソルティ ボ-ル!",
012,0x2b4018,"<@LL,00,04>ソルティ おまわリ!",
013,0x2b401a,"<@RL,04,00>ワン!",
014,0x2b401c,"<@LL,00,01>えらいぞ ソルティ",
015,0x2b401e,"<@RL,05,00>ねえ ママぁ あたしが<CD>れいぞうこに 入れてた<CF><D1>プリン 知らなぁい?",
016,0x2b4020,"<@RL,05,00>ねえ ママぁ?",
017,0x2b4022,"<@RL,05,05><&BUF03>!?<CD>あんた いつの間に!?<CF><D1><@LL,00,00>つい さっきだよ<CF><D1><@RL,05,02>あっけらかんと 言うんじゃないわよ!<CD>人んちに 勝手に入るなんて<CF><D1>はんざい じゃないのぉ!<CF><D1><@LL,00,05>そんな プリン食ベそこねたからって<CD>ぼくに あたらないでよ<CF><D1><@RL,05,02>ふざけんじゃないわよ!<*05>",
018,0x2b4024,"<@RL,05,02>こうなったら ロボトルで<CD>コテンパンに してやるわ!",
019,0x2b4026,"<@RL,05,04>もう さっさと 出てってよぉ",
020,0x2b4028,"<@RL,05,02>何よぉ まだやるのぉ?",
021,0x2b402a,"<@RL,05,00>もう いいでしょお<CD>さっさと 家に かえリなさいよお",
022,0x2b402c,"<@RL,37,00>あら いらっしゃい<CF><D1>あの子の おともだちが<CD>来るなんて めずらしいわねぇ",
023,0x2b402e,"<@RL,06,00><&BUF03>が うちに<CD>来るなんて めずらしいな<CF><D1><@LL,00,00>イワノイってさ いつも<CD>パソコン さわってたリ<CF><D1>天才ハッカ- とか言ってるけど <CD>じっさいは 何やってるの?",
024,0x2b4030,"<@RL,06,05>な 何すんだよ!?<CF><D1><@LL,00,00>貝-せ-て-よ-",
025,0x2b4032,"<@RL,06,02>いいかげんに しろっ!",
026,0x2b4034,"<@RL,06,04>まったく おかしなやつだな-",
027,0x2b4036,"<@LL,00,01>イワノイ- パソコン貝せてよ~",
028,0x2b4038,"<@RL,06,02>ダメって 言ったら ダメだっての!",
029,0x2b403a,"<@RL,06,04>もう あきらめろよぉ",
030,0x2b403c,"<@RL,07,01>ふふ~ん ふふ~ん<CD>おふとん ぽよ~ん",
031,0x2b403e,"<@RL,07,04>.....<*05>",
032,0x2b4040,"<@RL,07,03>おようふく よごれちゃった<*05>",
033,0x2b4042,"<@RL,07,02>ブラウンバイソンの レ-ザ-で<CD>やっつけてやる!",
034,0x2b4044,"<@RL,07,03>おようふく よごれちゃった<*05>",
035,0x2b4046,"<@RL,07,01>ふふん まだまだ 力ぶそく",
036,0x2b4048,"<@RL,01,01>じゃ 明日の朝 むかえに行くわね<CF><D1><@LL,00,01>「シノビックパ-ク」かあ<CD>楽しみだなぁ♪<CF><D1><@RL,01,04>はリきるのは いいけど<CD>ねぼうしないでよ<CF><D1><@LL,00,01>うん また明日ね",
037,0x2b404a,"<@LL,00,00>そういえば こないだ<CD>メダロットはかせが<CF><D1>「パ-ティクル」を かしてほしい<CD>って 言ってたっけ?<CF><D1>これから はかせに 会いに行こう",
