Index[#version],Pointer[#version|],Original,Translated
000,0x3a0000,"<@RL,03,05>...い 言っとくけどなあ<CD>今回だけの 大サ-ビスだぞ<CF><D1>これだけの ことされて このおれが<CD>「ごめんなさい」だけで ゆるして<CF><D1>やろうってんだからな!<CF><D1><@RL,02,04>コウジくん...<CF><D1><@RL,21,04>........",
001,0x3a0002,"<@RL,27,01>ほら シュリ<CD>みなさんに ちゃんと あやまるんだ",
002,0x3a0004,"<@RL,21,04>ごめん...なさ...",
003,0x3a0006,"<@RL,03,05>聞こえね-な!<CF><D1><@RL,21,02>ご.め.ん.な.さ.いっ!!",
004,0x3a0008,"<@RL,03,06>うわっ でけ-声!<CD>きょくたんな やつだな",
005,0x3a000a,"<@RL,27,03>すまないね こんな子で...<CD>なかなか すなおに なれなくてね<CF><D1><@RL,03,05>ちゃんと きょういく<CD>しといてくれよな!<CF><D1><@LL,00,05>コウジ...",
006,0x3a000c,"<@RL,27,01>ああ どリょくするよ<CD>それじゃあ 行こうか シュリ<CF><D1><@RL,21,03>はい!",
007,0x3a000e,"<@RL,02,04>あんなに うれしそうな シュリさんの<CD>かお はじめて 貝ましたわ<CF><D1><@RL,01,04>大そうどうの ほったんって<CD>えてして こんなものよね-",
008,0x3a0010,"<@RL,03,06>おおっと?<CF><D1><@RL,21,00>...リュウトウ学園...<CF><D1><@LL,00,00>...えっ?<CF><D1><@RL,21,00>ビ-スト.キングが いるの<CF><D1><@RL,27,03>シュリ 行くぞ!",
009,0x3a0012,"<@RL,21,00>あ はい!",
010,0x3a0014,"<@LL,00,00>リュウトウ学園?<CD>ビ-スト.キング?<CF><D1><@RL,01,00>何か 言われたの?",
011,0x3a0016,"<@LL,00,00>リュウトウ学園に ビ-スト.キングが<CD>いるってさ<CF><D1>??? 何の ことだろ?",
012,0x3a0018,"<@RL,03,00>リュウトウ学園って 言えば<CD>メダロポリスを 東に<CF><D1>行った所にある 学園のことか?<CF><D1><@RL,01,00>ウミネコかいがんを こえた所ね<CD>ウミネコかいがんって 言えばさ<CF><D1>こんど リんかい学校で<CD>行く所だったわね!<CF><D1><@RL,03,00>ぐうぜんだな おれたちの 学園も<CD>リんかい学校は そこだぜ<CF><D1><@RL,01,00>ビ-スト.キングって<CD>天王の こと?<CF><D1><@LL,00,00>レトルトさんが 言ってた<CD>「天王を うらで あやつってる<CF><D1>じんぶつ」って やつかも...<CF><D1><@RL,02,04>シュリさん きっと<CD><&BUF03>くんヘの<CF><D1>おれいの かわリに<CD>おしえてくれたんですわ<CF><D1><@LL,00,00>ぼくヘの おれい?<CF><D1><@RL,02,04>ええ<CF><D1><@RL,01,04>「すなおに なれない」...か<CD>なるほどね-<CF><D1><@LL,00,05>あれが おれい?<CF><D1>なんだかなぁ...<*05>",
013,UNUSED00,"オ<@RL,03,04>...ふっ<CF><D1><@RL,01,01>あははは!<*05>",
014,UNUSED01,"オ<@RL,02,04>うふふ♥<*05>",
015,UNUSED02,"オ<@LL,00,00>それにしても なんで カリンちゃん<CD>さらって いろんな所に<CF><D1>つれ回したんだ? リゆうが<CD>分からないよ<CF><D1><@RL,01,00>まるで カリンちゃんを おとリにして<CD>あたしたちを さそってたみたいよね<CF><D1><@RL,03,00>何の ためにだ?<CF><D1><@RL,01,05>さあね-...<CF><D1><@LL,00,00>...こうなったらもう<CD>天王のこと ほうっておけないよ<CF><D1>天王ってことは あと1人<CD>「S-R計画」って いうのが<CF><D1>どんな 計画か 分からないけど<CD>このままには しておけない<CF><D1><@RL,01,00>「S-R計画」?<CF><D1><@LL,00,00>ハクマが言ってたんだ<CD>「そんけいしてる人が 考えた」って<CF><D1><@RL,03,04>おれたちも行くぜ<CD><&BUF03><CF><D1><@RL,02,04>わたしも ごいっしょさせてください",
016,0x3a0020,"<@RL,03,06>なっ カリン お前っ!<CF><D1><@LL,00,04>いいじゃないか コウジ<CD>こうなっちゃったら カリンちゃんも<CF><D1>天王と むかんけいとは<CD>言えないよ<CF><D1><@RL,01,04>でも まずは 家に かえって<CD>ひと休みじゃない?<CF><D1>次の もくてきちは きまったんだし",
017,0x3a0022,"<@RL,03,00>じゃ 次に おれたちが会うのは<CD>リんかい学校だな<CF><D1>カリンを 親父さんに<CD>会わせてやらないと<CF><D1><@LL,00,04>かえる前に レトルトさんや<CD>レトルトレディ それから<CF><D1>キノコちゃんにも 会って いこう",
018,0x3a0024,"<@RL,23,00>...そうか 天王のうち<CD>3人までが しずんだか<CF><D1><@RL,23,02>それにしても カリンという<CD>むすめは いいエサに なってくれた<CF><D1>のこすは あと1人...か<CD>楽しみだな",
019,0x3a0026,"<@RL,0B,02>あ-...ひどい目に あった",
020,0x3a0028,"<@RL,05,02>ね-ちょっとぉ<CD><&BUF03>はぁ?<CF><D1>ゆうしょうしょうひん もらうって<CD>やくそく だったんだけどぉ",
021,0x3a002a,"<@RL,0D,00>ああ <&BUF03>くんから<CD>聞いているわよ<CF><D1>ちょっとまってね...",
022,0x3a002c,"<@RL,0D,01>はい",
023,0x3a002e,"<@RL,05,00>何これぇ かめんじゃない<CF><D1><@RL,06,04>まぬけ面-<CF><D1><@RL,07,01>すてき♥<CF><D1><@RL,0D,01>そ レトルトの かめんと ぼうしが<CD>ゆうしょうしょうひんだそうよ<CF><D1><@RL,05,05>なっ 何よ それぇっ!<CF><D1><@RL,0D,01>レトルトなら 気にしなくていいわよ<CD>よびは いくらでも 持ってるから<CF><D1>じゃね バイビ-♥",
024,0x3a0030,"<@RL,06,04>こんなことって<CD>ゆるされるんですかい?<CF><D1><@RL,05,04>.........<CD>こんなオチだろうと 思ったわよぉ<CF><D1>あたし 今日は もう<CD>かえって ねるしぃ",
025,0x3a0032,"<@RL,05,02>カガミヤマ! これ アンタが<CD>持ってかえリなさい<CF><D1><@RL,07,01>あリがとう あねご♥",
026,0x3a0034,"<@RL,0B,02>ふふふ♥",
027,0x3a0036,"<@RL,06,05>あ! あねごぉ-!<*05>",
028,UNUSED03,"オ<@RL,0B,03>まって!<*05>",
029,UNUSED04,"オ<@RL,27,00>シュリが 持ってたから<CD>かざってみたんだが...<CF><D1><@RL,27,03>何なんだろうね? これは<CF><D1><@LL,00,01>(レトルトさんの ぼうしだ)",
030,0x3a003c,"<@RL,27,01>やあ <&BUF03>くん<CD>ロボトルでも するかい?<*04>",
031,0x3a003e,"<@RL,27,03>そうかい? また ロボトルしたく<CD>なったら 言ってくれたまえ",
032,0x3a0040,"<@RL,27,01>よし まけないよ!",
033,0x3a0042,"<@RL,27,00>じゃ <&BUF03>くん またね",
034,0x3a0044,"<@RL,21,02>どうして あなたが ここに<CD>いらっしゃいますの?<CF><D1><@RL,26,02>いいじゃない あたしだって<CD>ジャクナンの せいとなのよ<CF><D1><@RL,21,01>元 でしょ! 元せいと!<CF><D1><@RL,26,02>ふん 元でも 今でも<CD>入れたんだから ここにいても<CF><D1>いいじゃないのよ!<CF><D1><@RL,21,02>まったく 気に入リませんわ!",
035,0x3a0046,"<@RL,21,05>テンリョウ <&BUF03><CD>あなたまで ここにいますの?<CF><D1><@LL,00,01>いや𝅅 あははは<CF><D1><@RL,21,04>まったく 何てことかしら...",
036,0x3a0048,"<@RL,21,01>あら わたしと ロボトルしますの?<*04>",
037,0x3a004a,"<@RL,21,03>ひょうしぬけ ですわね",
038,0x3a004c,"<@RL,21,03>本気で 行きますわよ!",
039,0x3a004e,"<@RL,21,00>ま こんなものですわね",
040,0x3a0050,"<@RL,26,01>ヘぇ𝅅 アンタ かいてきな<CD>とこに すんでるのねぇ<CF><D1><@RL,21,02>ベつに すんでいるわけでは<CD>あリませんわ! それよリ<CF><D1>どうして アナタがここに<CD>いるのかしら?<CF><D1><@RL,26,01>いいじゃない そんなこと<CD>気にしなくても<CF><D1>かいてきな場所は みんなで<CD>いっしょに 使わなきゃ<CF><D1><@RL,21,04>何て わがままで じこちゅ-<CD>なのかしら...",
041,0x3a0052,"<@RL,26,01>あら <&BUF03><CD>あたしと ロボトルするの?<*04>",
042,0x3a0054,"<@RL,26,03>なんだ やんないの?",
043,0x3a0056,"<@RL,26,01>オッケ- それじゃ いくわよ!",
044,0x3a0058,"<@RL,26,01>また いつでも<CD>あいてに なってあげるわ",
045,0x3a005a,"<@RL,44,00>ああ𝅅 シュリさまの<CD>プライベ-トル-ムで<CF><D1>お茶が のめるだなんて<CD>し.あ.わ.せ𝅅♥",
046,0x3a005c,"<@RL,44,00>ここで ロボトル?<CF><D1>いやよ シュリさまの おヘやを<CD>よごしたくないわ",
047,0x3a005e,"<@RL,FF,AE>キミノ オカゲデ ジユウニ ナレタ<CD>アリガトウ<CF><D1><@LL,00,04>やっぱリ メダロットだって 自分で<CD>考えて 生きていくほうが いいよね",
048,0x3a0060,"<@RL,44,00>シュリさまの お父さま<CD>ス.テ.キ♥<CF><D1><@LL,00,05>シュリが 聞いたら<CD>また おこリそうだな",
049,0x3a0062,"<@RL,38,00>あっ ぶたいの上には<CD>上がらないでちょうだい<CF><D1>オ-クションに さんかする人は<CD>右にいる うさぎちゃん♥ に<CF><D1>はなしかけてね",
050,0x3a0064,"<@RL,38,00>あっ ぶたいの上には<CD>上がらないでちょうだい<CF><D1>オ-クションに さんかする人は<CD>右にいる うさぎちゃん♥ に<CF><D1>はなしかけてね",
051,0x3a0066,"<@RL,2B,00>オ-クションって ねだんの高い<CD>しょうひんでも ついつい<CF><D1>イキオイで 買っちゃうんだよなぁ",
052,0x3a0068,"<@RL,2A,00>この日のために おこづかい<CD>ためてきたんだ",
053#kabuto,0x3a006a,"<@RL,2A,00>今日の目玉は 何と言っても<CD>「キング」メダルだよな",
053#kuwagata,0x3a006a,"<@RL,2A,00>今日の目玉は 何と言っても<CD>「エ-ス」メダルだよな",
054#kabuto,0x3a006c,"<@RL,2A,00>今日の目玉は 何と言っても<CD>「スミロドナッド」 のパ-ツだよな",
054#kuwagata,0x3a006c,"<@RL,2A,00>今日の目玉は 何と言っても<CD>「ウォ-バニット」 のパ-ツだよな",
055,0x3a006e,"<@RL,2A,00>今日は どんなしょうひんが<CD>出てくるんだろう?",
056,0x3a0070,"<@RL,2A,00>ああっ 今日は 大人が来てる!<CD>うわ𝅅 きょうてきだあ...",
057,0x3a0072,"<@RL,2B,00>オ-クションで 大切なのは<CD>まわリとの かけひきだ<CF><D1>チビチビ ねだんを 上げてても<CD>なかなか しょうぶは つかないぜ",
058,0x3a0074,"<@RL,35,00>オ-クションって ふだんは<CD>ぜんぜん 買えないけど<CF><D1>今日は パパが いるから<CD>ぜったいに 買っちゃうんだから",
059,0x3a0076,"<@RL,2C,00>むすめに たのまれると<CD>イヤ と言えなくてねぇ<CF><D1>いやはや 何とも...",
060,0x3a0078,"<@RL,39,00>メダロッタ-ズ.オ-クションヘ<CD>ようこそ! あなたも<CF><D1>オ-クションに さんかしますか?<*04>",
061,0x3a007a,"<@RL,39,00>せっかく いいしょうひんが<CD>いっぱい 出るのにぃ",
062,0x3a007c,"<@RL,39,00>OK! じゃ こっちに 来て",
063,0x3a007e,"<@RL,39,00>オ-クションが はじまるまで<CD>もう少し ここで まっててね",
064,0x3a0080,"<@LL,00,04>どんな しょうひんが 出るんだろう?<CD>楽しみだなぁ",
065,0x3a0082,"<@RL,38,00>みなさま おまたせいたしました<CD>これよリ メダロッタ-ズ<CF><D1>オ-クション大会を 行います!<CD>今回の しょうひんは...",
066#kabuto,0x3a0084,"<@RL,38,00>「キング」メダルです!!",
066#kuwagata,0x3a0084,"<@RL,38,00>「エ-ス」メダルです!!",
067,0x3a0086,"<@RL,38,00>それでは 3000¥から!<CF><D1><@CC,FF,FF>3500¥!<*04>",
068,0x3a0088,"<@CC,FF,FF>3800¥!<*04>",
069,0x3a008a,"<@CC,FF,FF>4100¥!<*04>",
070,0x3a008c,"<@CC,FF,FF>4200¥!<*04>",
071,0x3a008e,"<@CC,FF,FF>4500¥!<CF><D1><@LL,00,00>どうしようかな?<*04>",
072,0x3a0090,4600¥<CD>4800¥<CD>5200¥<CD>7300¥<CD>さんかしない<CD>,
073,0x3a0092,"<@LL,00,07>4600¥!!",
074,0x3a0094,"<@LL,00,07>4800¥!!",
075,0x3a0096,"<@LL,00,06>そんなに 持ってないよ",
076,0x3a0098,"<@LL,00,07>5200¥!!",
077,0x3a009a,"<@LL,00,06>そんなに 持ってないよ",
078,0x3a009c,"<@LL,00,07>7300¥!!",
079,0x3a009e,"<@CC,FF,FF>すげぇ𝅅<CD>いっきに ねだんが 上がったぞ...",
080,0x3a00a0,"<@LL,00,06>そんなに 持ってないよ",
081,0x3a00a2,"<@CC,FF,FF>4900¥!<*04>",
082,0x3a00a4,"<@CC,FF,FF>5000¥!<*04>",
083,0x3a00a6,"<@CC,FF,FF>5300¥!<*04>",
084,0x3a00a8,"<@CC,FF,FF>5500¥!<*04>",
085,0x3a00aa,"<@CC,FF,FF>6000¥!<*04>",
086,0x3a00ac,"<@CC,FF,FF>6500¥!<*04>",
087,0x3a00ae,"<@CC,FF,FF>6700¥!<*04>",
088,0x3a00b0,"<@CC,FF,FF>7000¥!<*04>",
089,0x3a00b2,"<@CC,FF,FF>7200¥!<CF><D1><@LL,00,00>7200¥か 高いかな-<*04>",
090,0x3a00b4,7300¥<CD>7600¥<CD>7900¥<CD>さんか しない<CD>,
091,0x3a00b6,"<@LL,00,07>7300¥!!",
092,0x3a00b8,"<@LL,00,06>そんなに 持ってないよ",
093,0x3a00ba,"<@LL,00,07>7600¥!!<CF><D1><@RL,38,00>7600¥ 出ました!<CD>ほかに だれか いませんか?",
094,0x3a00bc,"<@LL,00,07>7900¥!!<CF><D1><@RL,38,00>7900¥ 出ました!<CD>ほかに だれか いませんか?",
095,0x3a00be,"<@LL,00,06>そんなに 持ってないよ",
096,0x3a00c0,"<@CC,FF,FF>7600¥!<*04>",
097,0x3a00c2,"<@CC,FF,FF>7700¥!<*04>",
098,0x3a00c4,"<@CC,FF,FF>8200¥!<CF><D1><@RL,38,00>8200¥ 8200¥です<CD>ほかに どなたか<CF><D1>いらっしゃいませんか?",
099,0x3a00c6,"<@RL,38,00>はい! それでは そちらの<CD>おきゃくさまに 8200¥で<CF><D1>らくさつ けってい!",
100,0x3a00c8,"<@RL,38,00>みなさま 次回もぜひ<CD>さんかして 下さいね-",
101,0x3a00ca,"<@LL,00,03>ざんねんだったなぁ...",
102,0x3a00cc,"<@CC,FF,FF>5500¥!<*04>",
103,0x3a00ce,"<@CC,FF,FF>5600¥!<*04>",
104,0x3a00d0,"<@CC,FF,FF>5800¥!<*04>",
105,0x3a00d2,"<@CC,FF,FF>6200¥!<CF><D1><@LL,00,05>どうしようかなぁ?<*04>",
106,0x3a00d4,6300¥<CD>6500¥<CD>6800¥<CD>さんか しない<CD>,
107,0x3a00d6,"<@LL,00,07>6300¥!!",
108,0x3a00d8,"<@LL,00,07>6500¥!!",
109,0x3a00da,"<@LL,00,07>6800¥!!<CF><D1><@RL,38,00>6800¥ 出ました!<CD>ほかに だれか いませんか?",
110,0x3a00dc,"<@LL,00,06>だめだ もう お金がない<CF><D1><@RL,38,00>ほかに どなたか いませんか?",
111,0x3a00de,"<@RL,38,00>それでは そちらの おきゃくさまに<CD>6200¥で らくさつ けってい!",
112,0x3a00e0,"<@RL,38,00>みなさま 次回もぜひ<CD>さんかして 下さいね-",
113,0x3a00e2,"<@LL,00,03>ざんねんだったなぁ...",
114,0x3a00e4,"<@CC,FF,FF>6600¥!<*04>",
115,0x3a00e6,"<@CC,FF,FF>6900¥!<*04>",
116,0x3a00e8,"<@CC,FF,FF>7200¥!<CF><D1><@LL,00,05>7200... 持ってたかな?<*04>",
117,0x3a00ea,7400¥<CD>7600¥<CD>8200¥<CD>さんか しない<CD>,
118,0x3a00ec,"<@LL,00,07>7400¥!!<CF><D1><@RL,38,00>7400¥ 出ました!<CD>ほかに だれか いませんか?",
119,0x3a00ee,"<@LL,00,07>7600¥!!<CF><D1><@RL,38,00>7600¥ 出ました!<CD>ほかに だれか いませんか?",
120,0x3a00f0,"<@LL,00,07>8200¥!!<CF><D1><@RL,38,00>8200¥ 出ました!<CD>ほかに だれか いませんか?",
121,0x3a00f2,"<@LL,00,05>そんなに 持ってないよぉ",
122,0x3a00f4,"<@CC,FF,FF>8200¥!",
123,0x3a00f6,"<@RL,38,00>8200¥です 8200¥ 出ました<CD>ほかに どなたか いませんか?",
124,0x3a00f8,"<@RL,38,00>それでは そちらの おきゃくさまに<CD>8200¥で らくさつ けってい!",
125,0x3a00fa,"<@RL,38,00>みなさま 次回もぜひ<CD>さんかして 下さいね-",
126,0x3a00fc,"<@LL,00,03>ざんねんだったなぁ...",
127,0x3a00fe,"<@CC,FF,FF>8000¥!!",
128,0x3a0100,"<@CC,FF,FF>すげぇ! まだ 上げやがった!!<CF><D1><@LL,00,02>くっ どうしよう?<*04>",
129,0x3a0102,8200¥<CD>8600¥<CD>8900¥<CD>さんか しない<CD>,
130,0x3a0104,"<@LL,00,07>8200¥!!<CF><D1><@RL,38,00>8200¥ 出ました!<CD>ほかに だれか いませんか?",
131,0x3a0106,"<@LL,00,07>8600¥!!<CF><D1><@RL,38,00>8600¥ 出ました!<CD>ほかに だれか いませんか?",
132,0x3a0108,"<@LL,00,07>8900¥!!<CF><D1><@RL,38,00>おお-っと これはすごい!<CD>どこまで 高くなるんだぁ-!?<CF><D1><@CC,FF,FF>9200¥!!",
133,0x3a010a,"<@LL,00,02>くっっそぉ---!!<*04>",
134,0x3a010c,9500¥<CD>あきらめる<CD>,
135,0x3a010e,"<@LL,00,02>9500¥だぁ--!!<CF><D1><@RL,38,00>来ました-! 9500¥!!<CD>さあ ほかには いませんか!?",
136,0x3a0110,"<@LL,00,07>あっ お金がない!",
137,0x3a0112,"<@RL,38,00>ほかに いませんかぁ?",
138,0x3a0114,"<@RL,38,00>それでは そちらの おきゃくさまに<CD>9200¥で らくさつ けってい!",
139,0x3a0116,"<@RL,38,00>みなさま 次回もぜひ<CD>さんかして 下さいね-",
140,0x3a0118,"<@LL,00,03>ざんねんだったなぁ...",
141,0x3a011a,"<@LL,00,07>あっ お金がない!",
142,0x3a011c,"<@RL,38,00>ほかに いませんかぁ?",
143,0x3a011e,"<@RL,38,00>それでは そちらの おきゃくさまに<CD>8200¥で らくさつ けってい!",
144,0x3a0120,"<@RL,38,00>みなさま 次回もぜひ<CD>さんかして 下さいね-",
145,0x3a0122,"<@LL,00,03>ざんねんだったなぁ...",
146,0x3a0124,"<@RL,38,00>それでは そちらの チョンマゲの<CD>おきゃくさまに 7600¥で<CF><D1>らくさつ けってい!<CF><D1><@LL,00,01>やった-!",
147,0x3a0126,"<@RL,38,00>らくさつ おめでとう!",
148,0x3a0128,"<@RL,38,00>また 次回も がんばってね",
149,0x3a012a,"<@LL,00,01>あ𝅅 面白かった",
150,0x3a012c,"<@RL,38,00>それでは そちらの チョンマゲの<CD>おきゃくさまに 7900¥で<CF><D1>らくさつ けってい!<CF><D1><@LL,00,01>やった-!",
151,0x3a012e,"<@RL,38,00>らくさつ おめでとう!",
152,0x3a0130,"<@RL,38,00>また 次回も がんばってね",
153,0x3a0132,"<@LL,00,01>あ𝅅 面白かった",
